id;official;date;author;toaq;is_a_lexeme;audio;class;frame;distribution;generics;noun_classes;slot_tags;tags;examples;target_language;definition_type;definition;notes;gloss;keywords;segmentation;etymology;related;derived;synonyms;antonyms;hypernyms;hyponyms;comments;score;votes
W5SemB757-;False;2018-09-18T18:27:56.000Z;spreadsheet;tueq;True;[];;;;;;[];[];[];eng;informal;celebrate;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2019-03-19T21:19:10.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '-1, formatting'), ('date', '2019-05-19T00:57:50.852Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '-1, formatting'), ('date', '2019-05-19T00:57:52.355Z'), ('author', 'seaqtaq')])];0;OrderedDict([('seaqtaq', 1), ('Ilmen', -1)])
Hlk3ekteEP;False;2018-09-18T18:27:56.000Z;spreadsheet;buqlīa;True;[];;;;;;[];[];[];eng;informal;cheek;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
jjnQnJXVeL;False;2018-09-18T18:27:56.000Z;spreadsheet;kıoqgīu;True;[];;;;;;[];[];[];eng;informal;circle;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
PJAtM2Ib_W2;False;2018-09-18T18:27:57.000Z;spreadsheet;foaqcā;True;[];;;;;;[];[];[];eng;informal;comfortable (e.g. chair…);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
nYw-evF-0Q;False;2018-09-18T18:27:57.000Z;spreadsheet;koqpānī;True;[];;;;;;[];[];[];eng;informal;company;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
9blaXwRCpq;False;2018-09-18T18:27:57.000Z;spreadsheet;heosī;True;[];;;;;;[];[];[];eng;informal;compare;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
g-AapHAtXN;False;2018-09-18T18:27:59.000Z;spreadsheet;teasōıcāı;True;[];;;;;;[];[];[];eng;informal;courageous;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
SqH9DLEpdF;False;2018-09-18T18:27:59.000Z;spreadsheet;kaoshūaq;True;[];;;;;;[];[];[];eng;informal;create record ;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
eO1MA6FOIv;False;2018-09-18T18:28:00.000Z;spreadsheet;chuqchuo;True;[];;;;;;[];[];[];eng;informal;cutlery;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
YGd3FPisUW;False;2018-09-18T18:28:01.000Z;spreadsheet;meobıa;True;[];;;;;;[];[];[];eng;informal;depressed;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
yX0Nsospvq;False;2018-09-18T18:28:01.000Z;spreadsheet;pıogūaq;True;[];;;;;;[];[];[];eng;informal;desert;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
apUUsxzVo;False;2018-09-18T18:28:01.000Z;spreadsheet;toamūıkūe;True;[];;;;;;[];[];[];eng;informal;dictionary (book);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
wT4nI9FlhW;False;2018-09-18T18:28:01.000Z;spreadsheet;toamūıkāo;True;[];;;;;;[];[];[];eng;informal;dictionary (record, not necessarily a book);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
SgdaH_bbQy;False;2018-09-18T18:28:01.000Z;spreadsheet;toakāo;True;[];;;;;;[];[];[];eng;informal;dictionary (record, not necessarily a book);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
TJRpUKAyL_;False;2018-09-18T18:28:02.000Z;spreadsheet;tıshaı;True;[];;;;;;[];[];[];eng;informal;disappear;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
S1mCcXywxz;False;2018-09-18T18:28:02.000Z;spreadsheet;bumīu;True;[];;;;;;[];[];[];eng;informal;doubt;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
_1ZfNQQyKH;False;2018-09-18T18:28:02.000Z;spreadsheet;dorāgōq;True;[];;;;;;[];[];[];eng;informal;dragon;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
QQWs7uBXVu;False;2018-09-18T18:28:02.000Z;spreadsheet;nıoqbō;True;[];;;;;;[];[];[];eng;informal;dragonfly;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
V7mUFkaV_b;False;2018-09-18T18:28:03.000Z;spreadsheet;suaıgāmā;True;[];;;;;;[];[];[];eng;informal;dromedary;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Or-WePjH1-;False;2018-09-18T18:28:03.000Z;spreadsheet;geaqpūo;True;[];;;;;;[];[];[];eng;informal;dust;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
AAJUOzrmuj;False;2018-09-18T18:28:03.000Z;spreadsheet;huohūalāqkēa;True;[];;;;;;[];[];[];eng;informal;earphones;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
hirQ3xdFdZ;False;2018-09-18T18:28:03.000Z;spreadsheet;(mı) gaıhā;False;[];;;;;;[];[];[];eng;informal;Earth (planet);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
hkP5Kb5uFI;False;2018-09-18T18:28:03.000Z;spreadsheet;(mı) guaqkīoq;False;[];;;;;;[];[];[];eng;informal;Earth (planet);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Zqtx_PV29S;False;2018-09-18T18:28:03.000Z;spreadsheet;paqtōaı;True;[];;;;;;[];[];[];eng;informal;element (selci);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
DGlsdSrlzQ;False;2018-09-18T18:28:03.000Z;spreadsheet;deoqcāı;True;[];;;;;;[];[];[];eng;informal;eloquent;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
fhmYWj3dXB;False;2018-09-18T18:28:04.000Z;spreadsheet;sıahēq;True;[];;;;;;[];[];[];eng;informal;empty (contain without);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
L5-QyFX5oq;False;2018-09-18T18:28:04.000Z;spreadsheet;paıgīq;True;[];;;;;;[];[];[];eng;informal;enemy;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
qawTLPemvA;False;2018-09-18T18:28:04.000Z;spreadsheet;huaqjūaq;True;[];;;;;;[];[];[];eng;informal;even more;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
z7beStBjm5;False;2018-09-18T18:28:04.000Z;spreadsheet;huaqcūao;True;[];;;;;;[];[];[];eng;informal;even more;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
duRYG0X55G;False;2018-09-18T18:28:04.000Z;spreadsheet;lecā;True;[];;;;;;[];[];[];eng;informal;evidence;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
DJlFkp0t67;False;2018-09-18T18:28:04.000Z;spreadsheet;tue jỏemīeq;False;[];;;;;;[];[];[];eng;informal;examination (knowledge test);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Uo_BIq2NND;False;2018-09-18T18:28:04.000Z;spreadsheet;caımoe;True;[];;;;;;[];[];[];eng;informal;excited;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2019-01-12T01:55:32.000Z'), ('author', 'fagri')]), OrderedDict([('content', '+1'), ('date', '2019-01-18T21:27:44.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '-1, formatting'), ('date', '2019-05-19T00:55:42.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '-1, formatting'), ('date', '2019-05-19T00:55:46.557Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '-1, formatting'), ('date', '2019-05-19T00:55:49.236Z'), ('author', 'seaqtaq')])];0;OrderedDict([('fagri', 1), ('seaqtaq', 1), ('uakci', -1), ('Ilmen', -1)])
FOhvcXvvGJ;False;2018-09-18T18:28:05.000Z;spreadsheet;lıemīa;True;[];;;;;;[];[];[];eng;informal;experienced;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
snUFeGk6kh;False;2018-09-18T18:28:05.000Z;spreadsheet;kaqhūakīaq;True;[];;;;;;[];[];[];eng;informal;eyelash;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
L5BtkLF6hm;False;2018-09-18T18:28:05.000Z;spreadsheet;duatū;True;[];;;;;;[];[];[];eng;informal;famous;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
rk53-uDlJI;False;2018-09-18T18:28:05.000Z;spreadsheet;duapūı;True;[];;;;;;[];[];[];eng;informal;famous;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
KiJLI0hc_z;False;2018-09-18T18:28:06.000Z;spreadsheet;neqfāo;True;[];;;;;;[];[];[];eng;informal;fate;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
hYfMEblvFa;False;2018-09-18T18:28:06.000Z;spreadsheet;poechūo;True;[];;;;;;[];[];[];eng;informal;fence;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
mh_RHY2qeW;False;2018-09-18T18:28:06.000Z;spreadsheet;puıgīq;True;[];;;;;;[];[];[];eng;informal;few;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict([('Xylochoron', 1), ('Ilmen', -1)])
XScItuav-C;False;2018-09-18T18:28:07.000Z;spreadsheet;faorēoq;True;[];;;;;;[];[];[];eng;informal;finally;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
GwouSd2bD;False;2018-09-18T18:28:08.000Z;spreadsheet;bıemīu;True;[];;;;;;[];[];[];eng;informal;foresee;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
u4RIGXwpUH;False;2018-09-18T18:28:09.000Z;spreadsheet;buaqmēo;True;[];;;;;;[];[];[];eng;informal;frustrated;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
jvTZZZzxvf;False;2018-09-18T18:28:09.000Z;spreadsheet;buaqfēı;True;[];;;;;;[];[];[];eng;informal;frustrated;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
gTcoSNT5Qs;False;2018-09-18T18:28:09.000Z;spreadsheet;hoaqhāq;True;[];;;;;;[];[];[];eng;informal;fuel;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
sK9BsJn7Gg;False;2018-09-18T18:28:09.000Z;spreadsheet;nuaıdōa;True;[];;;;;;[];[];[];eng;informal;fund ⓥ;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
dY8Gz1S9Jl;False;2018-09-18T18:28:12.000Z;spreadsheet;suaıduokea;True;[];;;;;;[];[];[];eng;informal;gun, thing-that-shoots;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
qVxmAj9bdO;False;2018-09-18T18:28:13.000Z;spreadsheet;duqfāq;True;[];;;;;;[];[];[];eng;informal;Habitual Aspect;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
6r7_xdPF0s;False;2018-09-18T18:28:13.000Z;spreadsheet;faqdūq;True;[];;;;;;[];[];[];eng;informal;Habitual Aspect;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
n96X3yaLxI;False;2018-09-18T18:28:13.000Z;spreadsheet;gupāqjēo;True;[];;;;;;[];[];[];eng;informal;half-true;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
7zHJN92NcO;False;2018-09-18T18:28:13.000Z;spreadsheet;jeogūpāq;True;[];;;;;;[];[];[];eng;informal;half-true;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
IIub_oMDBb;False;2018-09-18T18:28:14.000Z;spreadsheet;detīao;True;[];;;;;;[];[];[];eng;informal;harmonious;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
tOuFb1tOpD;False;2018-09-18T18:28:14.000Z;spreadsheet;maıtue;True;[];;;;;;[];[];[];eng;informal;have a romance;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
8K5MpHNZ0e;False;2018-09-18T18:28:14.000Z;spreadsheet;roenē;True;[];;;;;;[];[];[];eng;informal;health (amount);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
pjWbhP7FQ9;False;2018-09-18T18:28:14.000Z;spreadsheet;cuaq rỏe;False;[];;;;;;[];[];[];eng;informal;health (healthiness);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
NTtl4N5dp7;False;2018-09-18T18:28:14.000Z;spreadsheet;ruaqgāı;True;[];;;;;;[];[];[];eng;informal;hear that (hearsay, indirect information), ti'erna;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2018-10-30T01:03:54.000Z'), ('author', 'fagri')])];0;OrderedDict([('fagri', 1), ('Ilmen', -1)])
8a8o4PwgQl;False;2018-09-18T18:28:15.000Z;spreadsheet;gaıkīubōq;True;[];;;;;;[];[];[];eng;informal;hide;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
KG2iMn1VJQ;False;2018-09-18T18:28:15.000Z;spreadsheet;gaıkīubūtūa;True;[];;;;;;[];[];[];eng;informal;hide;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
p4Ha32muDc;False;2018-09-18T18:28:15.000Z;spreadsheet;pumē;True;[];;;;;;[];[];[];eng;informal;history;[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', 'Can be used to refer to message history alone when online as a clipping of ""pumē pỏ kảısē""'), ('date', '2018-12-27T17:44:02.000Z'), ('author', 'seaqtaq')])]";0;OrderedDict()
QhTmJtbgj;False;2018-09-18T18:28:15.000Z;spreadsheet;seachāqmē;True;[];;;;;;[];[];[];eng;informal;holidays;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Xtia_t7awU;False;2018-09-18T18:28:15.000Z;spreadsheet;honō;True;[];;;;;;[];[];[];eng;informal;honor, honour;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
TqIORaaAnJ;False;2018-09-18T18:28:16.000Z;spreadsheet;guaqsēoqgīu;True;[];;;;;;[];[];[];eng;informal;horizon;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
CTscfJWX8w;False;2018-09-18T18:28:16.000Z;spreadsheet;cuaq tảo lủaı;False;[];;;;;;[];[];[];eng;informal;humor;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
K2GjJEjvji;False;2018-09-18T18:28:16.000Z;spreadsheet;hıpōtē;True;[];;;;;;[];[];[];eng;informal;hypothesis;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
drxSGwZp0d;False;2018-09-18T18:28:17.000Z;spreadsheet;jeıgāı;True;[];;;;;;[];[];[];eng;informal;identify;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
NHV-gR9iZz;False;2018-09-18T18:28:17.000Z;spreadsheet;nıehūa;True;[];;;;;;[];[];[];eng;informal;inner organs;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
X90J-w7SfO;False;2018-09-18T18:28:18.000Z;spreadsheet;rıetēı;True;[];;;;;;[];[];[];eng;informal;interface;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
bRDqEQHasC;False;2018-09-18T18:28:18.000Z;spreadsheet;guarīe;True;[];;;;;;[];[];[];eng;informal;international;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
balZ2vSg4i;False;2018-09-18T18:28:19.000Z;spreadsheet;dıashāı;True;[];;;;;;[];[];[];eng;informal;Ithkuil's Depletive Extension;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
kzm1lJuY9s;False;2018-09-18T18:28:19.000Z;spreadsheet;jeaqcēo;True;[];;;;;;[];[];[];eng;informal;Ithkuil's Graduative Extension;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
G9KGGYG2yN;False;2018-09-18T18:28:19.000Z;spreadsheet;cuaqjīe;True;[];;;;;;[];[];[];eng;informal;Ithkuil's Interpretative Case: X (abstract) is the interpretation of Y as seen by Z;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
jZ2S_wkQH3;False;2018-09-18T18:28:19.000Z;spreadsheet;lıjīe;True;[];;;;;;[];[];[];eng;informal;Ithkuil's Interpretative Case: X (abstract) is the interpretation of Y as seen by Z;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
2nJ5LAq32;False;2018-09-18T18:28:19.000Z;spreadsheet;buqrīaı;True;[];;;;;;[];[];[];eng;informal;jaw;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
6e8rv5mmCj;False;2018-09-18T18:28:20.000Z;spreadsheet;teqgūaıtūe;True;[];;;;;;[];[];[];eng;informal;job;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
njM2Wv_rZR;False;2018-09-18T18:28:20.000Z;spreadsheet;tıoqtīao;True;[];;;;;;[];[];[];eng;informal;key;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
QBNlY63_Tn;False;2018-09-18T18:28:21.000Z;spreadsheet;haqbāıkūa;True;[];;;;;;[];[];[];eng;informal;kitchen (cook KUA);[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', '+1; found in (ARG.2).'), ('date', '2018-10-28T15:56:54.000Z'), ('author', 'uakci')])]";0;OrderedDict([('uakci', 1), ('Ilmen', -1)])
CViPDzoFtG;False;2018-09-18T18:28:21.000Z;spreadsheet;nuısōaı;True;[];;;;;;[];[];[];eng;informal;kiwifruit;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict([('Ilmen', 0)])
1KLKBKqL82;False;2018-09-18T18:28:21.000Z;spreadsheet;juaosōachē;True;[];;;;;;[];[];[];eng;informal;lawyer;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
LlUMmWQBia;False;2018-09-18T18:28:22.000Z;spreadsheet;daqtūaodōa;True;[];;;;;;[];[];[];eng;informal;lend;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
y3OMJqEGY;False;2018-09-18T18:28:22.000Z;spreadsheet;padā;True;[];;;;;;[];[];[];eng;informal;leopard;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
FCI_KbQnPI;False;2018-09-18T18:28:24.000Z;spreadsheet;gaqsīamōe;True;[];;;;;;[];[];[];eng;informal;lonely ();[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
YDMyYe_Ss;False;2018-09-18T18:28:24.000Z;spreadsheet;soıbūaq;True;[];;;;;;[];[];[];eng;informal;lose (in a competition);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
x1FQ21LTqU;False;2018-09-18T18:28:25.000Z;spreadsheet;shuetūa;True;[];;;;;;[];[];[];eng;informal;maintain;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
3W6lypFdqX;False;2018-09-18T18:28:25.000Z;spreadsheet;seoshō;True;[];;;;;;[];[];[];eng;informal;marry;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
UU9sRuPrN;False;2018-09-18T18:28:26.000Z;spreadsheet;medīa;True;[];;;;;;[];[];[];eng;informal;media;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
d5yurAcb3y;False;2018-09-18T18:28:26.000Z;spreadsheet;bıadīu;True;[];;;;;;[];[];[];eng;informal;medicine (science);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
ZUGZvtAsX8;False;2018-09-18T18:28:26.000Z;spreadsheet;chuaıshāı;True;[];;;;;;[];[];[];eng;informal;melt;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
F4n6UgVHZO;False;2018-09-18T18:28:27.000Z;spreadsheet;metāfōrā;True;[];;;;;;[];[];[];eng;informal;metaphor;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
KqyGkk2yth;False;2018-09-18T18:28:27.000Z;spreadsheet;metāfō;True;[];;;;;;[];[];[];eng;informal;metaphor;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
dZu9XUdKbF;False;2018-09-18T18:28:28.000Z;spreadsheet;maılī;True;[];;;;;;[];[];[];eng;informal;mile (unit);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
5RJF8Evbfr;False;2018-09-18T18:28:29.000Z;spreadsheet;chıaıcā;True;[];;;;;;[];[];[];eng;informal;mislead;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '▯ is misleading'), ('date', '2019-01-21T18:54:09.000Z'), ('author', 'seaqtaq')])];0;OrderedDict()
N19Yffkutx;False;2018-09-18T18:28:29.000Z;spreadsheet;chıaıtūa;True;[];;;;;;[];[];[];eng;informal;mislead;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '▯ misleads ▯ (into doing ▯)'), ('date', '2019-01-21T18:54:36.000Z'), ('author', 'seaqtaq')])];0;OrderedDict()
G6uErdxB7d;False;2018-09-18T18:28:31.000Z;spreadsheet;morā;True;[];;;;;;[];[];[];eng;informal;mora;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
-ep0m_v9x;False;2018-09-18T18:28:31.000Z;spreadsheet;duosīa;True;[];;;;;;[];[];[];eng;informal;motionless, immobile;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
gdNV-Yilt-;False;2018-09-18T18:28:31.000Z;spreadsheet;shaokūı;True;[];;;;;;[];[];[];eng;informal;motivates (non-agentive);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
KYzcu3BLZp;False;2018-09-18T18:28:32.000Z;spreadsheet;shıaqmīa;True;[];;;;;;[];[];[];eng;informal;myriapod;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
czZ1DEnqSv;False;2018-09-18T18:28:32.000Z;spreadsheet;shıaqfūe;True;[];;;;;;[];[];[];eng;informal;myriapod;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
d6_Kn8NYjI;False;2018-09-18T18:28:32.000Z;spreadsheet;shıaqbīq;True;[];;;;;;[];[];[];eng;informal;myriapod;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
PlNS_EYpw;False;2018-09-18T18:28:32.000Z;spreadsheet;fuqsīa;True;[];;;;;;[];[];[];eng;informal;naked;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
lSmesxoT_I;False;2018-09-18T18:28:32.000Z;spreadsheet;neagīq;True;[];;;;;;[];[];[];eng;informal;narrow;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Rl0dFshoqL;False;2018-09-18T18:28:32.000Z;spreadsheet;cıukūaı;True;[];;;;;;[];[];[];eng;informal;need to excrete;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
OhmPWJeI8V;False;2018-09-18T18:28:32.000Z;spreadsheet;cıuchīa;True;[];;;;;;[];[];[];eng;informal;need to excrete;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
BewCSBb2gu;False;2018-09-18T18:28:33.000Z;spreadsheet;juacīa;True;[];;;;;;[];[];[];eng;informal;normal (not strange);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
BuZcvggYzx;False;2018-09-18T18:28:34.000Z;spreadsheet;heomāq;True;[];;;;;;[];[];[];eng;informal;"Obviative ""it""";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
B6vEasuIBm;False;2018-09-18T18:28:34.000Z;spreadsheet;haıgīq;True;[];;;;;;[];[];[];eng;informal;only then (later than expected);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
