id;official;date;author;toaq;is_a_lexeme;audio;class;frame;distribution;generics;noun_classes;slot_tags;tags;examples;target_language;definition_type;definition;notes;gloss;keywords;segmentation;etymology;related;derived;synonyms;antonyms;hypernyms;hyponyms;comments;score;votes
axIZY-PsQ;False;2019-01-30T22:41:21.000Z;lynn;taogīq;True;[];;;;;;[];[];[];eng;informal;▯ satisfies property ▯ automatically / as a reflex / without wanting or trying to / “affectively” (Ithkuil sense).;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'perhaps see my #doeshe'), ('date', '2019-01-30T22:43:26.000Z'), ('author', 'uakci')]), OrderedDict([('content', 'For example: yawning, coughing, oversleeping, genuine laughter, flinching after touching a hot object.'), ('date', '2019-01-30T22:45:31.000Z'), ('author', 'lynn')]), OrderedDict([('content', '-1, bad etymology.'), ('date', '2020-06-11T01:33:17.763Z'), ('author', 'magi')])];0;OrderedDict([('uakci', 1), ('magi', -1)])
LqGUAz4un;False;2019-01-31T18:13:53.000Z;seaqtaq;tıjēq;True;[];;;;;;[];[];[];eng;informal;▯ (roı) are all at the same place;['(fork of #XfrtqNuqD)'];;;;[];[];[];[];[];[];[];[];0;OrderedDict([('Ilmen', 0)])
qR-LxzGPK;False;2019-02-03T02:14:40.000Z;lynn;pıucīu;True;[];;;;;;[];[];[];eng;informal;▯ sweats.;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2019-02-03T02:15:19.000Z'), ('author', 'seaqtaq')])];1;OrderedDict([('seaqtaq', 1)])
zOGhwjg6m;False;2019-02-05T00:11:15.000Z;lynn;hıbā;True;[];;;;;;[];[];[];eng;informal;I didn't understand what you just said, and I would like you to repeat it.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
d3W96P-Gc;False;2019-02-08T12:48:23.000Z;lynn;moıgē;True;[];;;;;;[];[];[];eng;informal;▯ is an intellectual stimulus / really makes you think / is food for thought.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
wkeSI62Dh;False;2019-02-14T22:58:35.000Z;Ilmen;kaqgēgāı;True;[];;;;;;[];[];[];eng;informal;▯ has visual perception ▯ (view) of ▯ (stimulus).;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
9EDswie33;False;2019-02-14T23:10:29.000Z;Ilmen;gegāı;True;[];;;;;;[];[];[];eng;informal;▯ has perception ▯ of ▯ (stimulus).;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
JN47-_Jts;False;2019-02-21T14:10:34.000Z;lynn;he;True;[];;;;;;[];[];[];eng;informal;▯ is the case as a general truth/aphorism, regardless of time and place.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
6p4p0A84N;False;2019-02-27T17:57:35.000Z;uakci;jeorū;True;[];;;;;;[];[];[];eng;informal;"▯ is the case and ▯ is the case; ▯ satisfies property ▯ and satisfies property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
7iBEmMCVB;False;2019-03-24T21:41:39.000Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ is porous.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
aBqlw3EAe;False;2019-03-27T19:35:06.000Z;Ilmen;haqjūq;True;[];;;;;;[];[];[];eng;informal;"▯ feeds itself/himself/herself/themselves; ▯eats/drink; ▯ eats/drinks/feeds on ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
VTPOFM3LJ;False;2019-03-30T17:12:11.000Z;sheireq;nuochōa;True;[];;;;;;[];[];[];eng;informal;▯ snores.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
TO8otiey0;False;2019-03-30T17:55:22.000Z;uakci;doemē;True;[];;;;;;[];[];[];eng;informal;▯ is a system of parts ▯ working together to perform function ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
xs5Bkr0sq;False;2019-04-07T12:43:55.000Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ is tide.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
qzigcSiNa;False;2019-04-07T12:54:50.000Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ is efficient.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
BZkpijQMO;False;2019-04-08T19:06:16.000Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ organizes ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
AHwlGJ6Cc;False;2019-04-08T19:13:42.000Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ punishes ▯ for having done ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Vy9i4ss_r;False;2019-04-08T19:43:05.000Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ is a side of ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
oFGEd2JtV;False;2019-04-11T16:54:33.000Z;Ilmen;seoqpīo;True;[];;;;;;[];[];[];eng;informal;▯ is an asteroid.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
oMAqRmpzy;False;2019-04-11T19:54:17.000Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ kneads ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
_9pqs7pt5;False;2019-04-11T21:35:17.000Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ is a spiral.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
wEAEUbemu;False;2019-04-12T15:56:53.000Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ pinches ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
va9iyUTYD;False;2019-04-12T18:57:54.000Z;uakci;luaqnē;True;[];;;;;;[];[];[];eng;informal;"▯ is a game variable; ▯ is game points.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
7BWgmhVnY;False;2019-04-13T17:10:55.000Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ is a chain.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
FWFgrFYoT;False;2019-04-21T08:44:24.000Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ is a frame/structure/skeleton/supporting outline.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
k6bXXrW3_;False;2019-04-21T13:10:56.000Z;Ilmen;duokēa;True;[];;;;;;[];[];[];eng;informal;▯ is a robot (broad sense, including robot arms and such).;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
EGdJWslNp;False;2019-04-24T09:00:02.000Z;Ilmen;hoaqlūı;True;[];;;;;;[];[];[];eng;informal;▯ is charcoal.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
bZ91fIlMh;False;2019-05-26T22:28:29.958Z;seaqtaq;???;True;[];;;;;;[];[];[];eng;informal;▯ is a needle;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'probably something with jieq'), ('date', '2019-05-26T22:30:01.858Z'), ('author', 'seaqtaq')])];0;OrderedDict()
flQvkejWQ;False;2019-05-26T22:33:24.437Z;seaqtaq;???;True;[];;;;;;[];[];[];eng;informal;▯ is a layer;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '**Boe** relates'), ('date', '2019-05-26T22:33:48.419Z'), ('author', 'seaqtaq')])];0;OrderedDict()
5tWeOTQ_O;False;2019-06-16T04:04:18.982Z;seaqtaq;???;True;[];;;;;;[];[];[];eng;informal;▯ is a pastry;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
UpasXN3WP;False;2019-06-16T04:04:49.697Z;seaqtaq;???;True;[];;;;;;[];[];[];eng;informal;▯ is a pie;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
AWC1qEQjF;False;2019-06-23T11:32:15.886Z;uakci;juoıkūq;True;[];;;;;;[];[];[];eng;informal;▯ describes ▯ to ▯ as having property ▯.;[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', ""juoıkūq's first three places come from <kuq>""), ('date', '2019-06-23T11:32:42.487Z'), ('author', 'uakci')]), OrderedDict([('content', '-1 uoi is deprecated'), ('date', '2020-05-07T00:39:17.202Z'), ('author', 'akesi')])]";0;OrderedDict([('uakci', 1), ('akesi', -1)])
oLTOrvnnV;False;2019-07-02T07:45:09.764Z;uakci;???;True;[];;;;;;[];[];[];eng;informal;twist;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
XQzKOjayv;False;2019-07-04T14:50:52.758Z;seaqtaq;rıokīoq;True;[];;;;;;[];[];[];eng;informal;▯ is a gas giant;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
9JjCWQ3yW;False;2019-07-11T18:15:19.148Z;uakci;huaqjēq;True;[];;;;;;[];[];[];eng;informal;"▯ is just as more than ▯ as the latter is than ▯ in satisfying property ▯; ▯ with ▯ and the latter with ▯ are just as much more ▯.";[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'x4(x3) - x4(x2) = x4(x2) - x4(x1)'), ('date', '2019-07-11T18:16:10.987Z'), ('author', 'uakci')])];0;OrderedDict()
tsAUe2c5I;False;2019-07-21T21:51:09.245Z;Ilmen;eu;True;[];;;;;;[];[];[];eng;informal;"▯is a property satisfied by a predicate which is true of the argument structure ⟨▯, (▯, (▯, …)))⟩; the first argument is the property of a predicate that is true of the argument structure made from to the remaining arguments.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
m9AZJOXbH;False;2019-11-13T13:12:00.618Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ is a mucous membrane, a mucosa.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
3pQCmfFzN;False;2019-12-04T10:15:32.311Z;fagri;muıtōa;True;[];;;;;;[];[];[];eng;informal;▯ is a predicate word;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Rb-MPPGiW;False;2019-12-25T22:24:56.267Z;Ilmen;hysā;True;[];;;;;;[];[];[];eng;informal;▯ is the near-ultraviolet color.;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'A priori.'), ('date', '2019-12-25T22:25:16.318Z'), ('author', 'Ilmen')]), OrderedDict([('content', 'A color not visible to the human eye, but visible to reindeers, birds, reptiles and butterflies, among others.'), ('date', '2019-12-25T22:25:39.752Z'), ('author', 'Ilmen')])];0;OrderedDict()
BtRcJY6XQ;False;2019-12-31T22:27:39.109Z;Ilmen;kuımūtīao;True;[];;;;;;[];[];[];eng;informal;▯ is a conjecture/hypothesis explaining why ▯ is the case.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
2r61pAPLK;False;2020-01-03T22:40:09.145Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;I hereby express to you that I think ▯ is the case, but would like to know whether you agree that it is indeed the case.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
TrSoTAvzN;False;2020-01-03T22:45:27.943Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;I think/believe that ▯ is the case, and I expect you concur that it is indeed the case, but would nevertheless like to hear your confirmation.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Vtm6rfqaD;False;2020-01-27T02:10:41.246Z;seaqtaq;mahēo;True;[];;;;;;[];[];[];eng;informal;▯ differs from ▯ concerning whether or not property ▯is satisfied;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
6IIrg5Ewo;False;2020-01-27T11:15:51.501Z;uakci;mımī;True;[];;;;;;[];[];[];eng;informal;▯ is a mime.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
BKmaBYaxU;False;2020-02-26T09:26:25.120Z;Ilmen;suıjēo;True;[];;;;;;[];[];[];eng;informal;"▯ is the case to the smallest extent that allows its having that extent to satisfy property ▯;
▯ satisfies property ▯ to the smallest extent that allows them/it to be in relation ▯ with the property of satisfying the former property to that extent.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
jOx2HtD8x;False;2020-02-29T23:44:43.596Z;seaqtaq;choafūa;True;[];;;;;;[];[];[];eng;informal;▯ is a podium;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'votes battle with #I0TIK3jIj'), ('date', '2020-02-29T23:52:23.355Z'), ('author', 'seaqtaq')])];0;OrderedDict()
bC-c1t3Jh;False;2020-03-02T22:46:43.087Z;uakci;baobāo;True;[];;;;;;[];[];[];eng;informal;▯ is a bow-wow dog.;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'Infantile term.'), ('date', '2020-03-02T22:46:45.695Z'), ('author', 'uakci')])];0;OrderedDict()
DDcr5lJWb;False;2020-03-05T12:37:54.634Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ is a fertilized egg.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
7ACOLxi7K;False;2020-03-05T12:38:13.881Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;▯ is an embryo.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Wv2dhOHKo;False;2020-03-11T13:28:56.243Z;uakci;meamīa;True;[];;;;;;[];[];[];eng;informal;▯ is varied.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
JqJx8Dv0u;False;2020-03-27T08:31:29.641Z;akesi;???;True;[];;;;;;[];[];[];eng;informal;▯ is a membrane.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
xwXgz1Pfa;False;2020-03-30T08:49:30.347Z;uakci;jeogī;True;[];;;;;;[];[];[];eng;informal;"▯ is good for one to ▯; ▯ is such that it is good for most to be in relation ▯ with it.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
7cjwehJj9;False;2020-04-02T16:56:59.675Z;uakci;kuaıbīa;True;[];;;;;;[];[];[];eng;informal;▯ is ambitious to satisfy property ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
7tuUnC5PI;False;2020-04-09T21:58:04.332Z;Ilmen;???;True;[];;;;;;[];[];[];eng;informal;the relation ▯ is the composition of relation ▯ with relation ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
BG6_H8mOW;False;2020-05-16T17:17:05.899Z;uakci;suejēo;True;[];;;;;;[];[];[];eng;informal;▯ is appointed to satisfy property ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
o5LOI4ir1;False;2020-05-20T01:11:55.755Z;saqraku;pakūrī;True;[];;;;;;[];[];[];eng;informal;"predicate: ▯ does parkour/freerunning; ▯ is a traceur/traceuse.";[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'cf. #fnOJsnqAz'), ('date', '2020-05-20T01:13:00.605Z'), ('author', 'saqraku')])];0;OrderedDict()
XZghtuBBi;False;2020-06-30T17:16:07.838Z;magi;he;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘generally’; ▯ is generally the case; ▯ is how things generally are when ▯ is the case. (gnomic aspect)";[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'credit to hoaqgio'), ('date', '2020-06-30T17:16:14.250Z'), ('author', 'magi')]), OrderedDict([('content', 'I pass the credit on to Hoemai, ka'), ('date', '2020-07-06T01:18:28.422Z'), ('author', 'fagri')])];0;OrderedDict()
