id;official;date;author;toaq;is_a_lexeme;audio;class;frame;distribution;generics;noun_classes;slot_tags;tags;examples;translations;segmentations;etymologies;related;derived;similar;antonyms;hypernyms;hyponyms;comments;score;votes
YUnYWrEzQ2;False;2018-09-18T18:27:54.000Z;spreadsheet;['gıohōaqbēaq', 'hoaqbēaq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'candle', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
GfH21YMqrK;False;2018-09-18T18:27:55.000Z;spreadsheet;['hıaodāısī', 'hıaosī'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'careful', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
zjFlaz1Q9lV;False;2018-09-18T18:27:55.000Z;spreadsheet;['caıjīo'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'castle', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
-HWEt3L1Jb;False;2018-09-18T18:27:55.000Z;spreadsheet;['deaqgīq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'ceiling', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
W5SemB757-;False;2018-09-18T18:27:56.000Z;spreadsheet;['tueq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'celebrate', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2019-03-19T21:19:10.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '-1, formatting'), ('date', '2019-05-19T00:57:50.852Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '-1, formatting'), ('date', '2019-05-19T00:57:52.355Z'), ('author', 'seaqtaq')])];0;OrderedDict([('seaqtaq', 1), ('Ilmen', -1)])
Hlk3ekteEP;False;2018-09-18T18:27:56.000Z;spreadsheet;['buqlīa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'cheek', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
jjnQnJXVeL;False;2018-09-18T18:27:56.000Z;spreadsheet;['kıoqgīu'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'circle', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
PJAtM2Ib_W2;False;2018-09-18T18:27:57.000Z;spreadsheet;['foaqcā'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'comfortable (e.g. chair…)', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
nYw-evF-0Q;False;2018-09-18T18:27:57.000Z;spreadsheet;['koqpānī'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'company', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
9blaXwRCpq;False;2018-09-18T18:27:57.000Z;spreadsheet;['heosī'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'compare', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
SqH9DLEpdF;False;2018-09-18T18:27:59.000Z;spreadsheet;['kaoshūaq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'create record ', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
YGd3FPisUW;False;2018-09-18T18:28:01.000Z;spreadsheet;['meobīa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'depressed', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
yX0Nsospvq;False;2018-09-18T18:28:01.000Z;spreadsheet;['pıogūaq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'desert', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
apUUsxzVo;False;2018-09-18T18:28:01.000Z;spreadsheet;['toamūıkūe'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'dictionary (book)', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
wT4nI9FlhW;False;2018-09-18T18:28:01.000Z;spreadsheet;['toamūıkāo', 'toakāo'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'dictionary (record, not necessarily a book)', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
TJRpUKAyL_;False;2018-09-18T18:28:02.000Z;spreadsheet;['tıshāı'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'disappear', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
S1mCcXywxz;False;2018-09-18T18:28:02.000Z;spreadsheet;['bumīu'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'doubt', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
_1ZfNQQyKH;False;2018-09-18T18:28:02.000Z;spreadsheet;['dorāgōq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'dragon', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
QQWs7uBXVu;False;2018-09-18T18:28:02.000Z;spreadsheet;['nıoqbō'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'dragonfly', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
V7mUFkaV_b;False;2018-09-18T18:28:03.000Z;spreadsheet;['suaıgāmā'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'dromedary', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
Or-WePjH1-;False;2018-09-18T18:28:03.000Z;spreadsheet;['geaqpūo'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'dust', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
AAJUOzrmuj;False;2018-09-18T18:28:03.000Z;spreadsheet;['huohūalāqkēa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'earphones', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
hirQ3xdFdZ;False;2018-09-18T18:28:03.000Z;spreadsheet;['(mı) gaıhā', '(mı) guaqkīoq'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'Earth (planet)', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
Zqtx_PV29S;False;2018-09-18T18:28:03.000Z;spreadsheet;['paqtōaı'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'element (selci)', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
DGlsdSrlzQ;False;2018-09-18T18:28:03.000Z;spreadsheet;['deoqcāı'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'eloquent', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
fhmYWj3dXB;False;2018-09-18T18:28:04.000Z;spreadsheet;['sıahēq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'empty (contain without)', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
L5-QyFX5oq;False;2018-09-18T18:28:04.000Z;spreadsheet;['paıgīq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'enemy', 'notes': [], 'gloss': '', 'keywords': ''}, {'language': 'toa', 'definition_type': 'informal', 'definition': '▯ is an enemy of ▯', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
qawTLPemvA;False;2018-09-18T18:28:04.000Z;spreadsheet;['huaqjūaq', 'huaqcūao'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'even more', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
duRYG0X55G;False;2018-09-18T18:28:04.000Z;spreadsheet;['lecā'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'evidence', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
DJlFkp0t67;False;2018-09-18T18:28:04.000Z;spreadsheet;['tue jỏemīeq'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'examination (knowledge test)', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
FOhvcXvvGJ;False;2018-09-18T18:28:05.000Z;spreadsheet;['lıemīa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'experienced', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
snUFeGk6kh;False;2018-09-18T18:28:05.000Z;spreadsheet;['kaqhūakīaq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'eyelash', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
L5BtkLF6hm;False;2018-09-18T18:28:05.000Z;spreadsheet;['duatū', 'duapūı'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'famous', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
KiJLI0hc_z;False;2018-09-18T18:28:06.000Z;spreadsheet;['neqfāo'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'fate', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
hYfMEblvFa;False;2018-09-18T18:28:06.000Z;spreadsheet;['poechūo'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'fence', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
mh_RHY2qeW;False;2018-09-18T18:28:06.000Z;spreadsheet;['puıgīq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'few', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict([('Xylochoron', 1), ('Ilmen', -1)])
XScItuav-C;False;2018-09-18T18:28:07.000Z;spreadsheet;['faorēoq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'finally', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
GwouSd2bD;False;2018-09-18T18:28:08.000Z;spreadsheet;['bıemīu'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'foresee', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
u4RIGXwpUH;False;2018-09-18T18:28:09.000Z;spreadsheet;['buaqmēo', 'buaqfēı'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'frustrated', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
gTcoSNT5Qs;False;2018-09-18T18:28:09.000Z;spreadsheet;['hoaqhāq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'fuel', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
sK9BsJn7Gg;False;2018-09-18T18:28:09.000Z;spreadsheet;['nuaıdōa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'fund ⓥ', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
dY8Gz1S9Jl;False;2018-09-18T18:28:12.000Z;spreadsheet;['suaıdūokēa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'gun, thing-that-shoots', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
qVxmAj9bdO;False;2018-09-18T18:28:13.000Z;spreadsheet;['duqfāq', 'faqdūq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'Habitual Aspect', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
n96X3yaLxI;False;2018-09-18T18:28:13.000Z;spreadsheet;['gupāqjēo', 'jeogūpāq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'half-true', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
IIub_oMDBb;False;2018-09-18T18:28:14.000Z;spreadsheet;['detīao'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'harmonious', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
tOuFb1tOpD;False;2018-09-18T18:28:14.000Z;spreadsheet;['maıtūe'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'have a romance', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
8K5MpHNZ0e;False;2018-09-18T18:28:14.000Z;spreadsheet;['roenē'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'health (amount)', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
pjWbhP7FQ9;False;2018-09-18T18:28:14.000Z;spreadsheet;['cuaq rỏe'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'health (healthiness)', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
NTtl4N5dp7;False;2018-09-18T18:28:14.000Z;spreadsheet;['ruaqgāı'];False;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': ""hear that (hearsay, indirect information), ti'erna"", 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2018-10-30T01:03:54.000Z'), ('author', 'fagri')])];0;OrderedDict([('fagri', 1), ('Ilmen', -1)])
8a8o4PwgQl;False;2018-09-18T18:28:15.000Z;spreadsheet;['gaıkīubōq', 'gaıkīubūtūa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'hide', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
p4Ha32muDc;False;2018-09-18T18:28:15.000Z;spreadsheet;['pumē'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'history', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];"[OrderedDict([('content', 'Can be used to refer to message history alone when online as a clipping of ""pumē pỏ kảısē""'), ('date', '2018-12-27T17:44:02.000Z'), ('author', 'seaqtaq')])]";0;OrderedDict()
QhTmJtbgj;False;2018-09-18T18:28:15.000Z;spreadsheet;['seachāqmē'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'holidays', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
Xtia_t7awU;False;2018-09-18T18:28:15.000Z;spreadsheet;['honō'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'honor, honour', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
TqIORaaAnJ;False;2018-09-18T18:28:16.000Z;spreadsheet;['guaqsēoqgīu'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'horizon', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
CTscfJWX8w;False;2018-09-18T18:28:16.000Z;spreadsheet;['cuaq tảo lủaı'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'humor', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
K2GjJEjvji;False;2018-09-18T18:28:16.000Z;spreadsheet;['hıpōtē'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'hypothesis', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
drxSGwZp0d;False;2018-09-18T18:28:17.000Z;spreadsheet;['jeıgāı'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'identify', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
NHV-gR9iZz;False;2018-09-18T18:28:17.000Z;spreadsheet;['nıehūa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'inner organs', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
X90J-w7SfO;False;2018-09-18T18:28:18.000Z;spreadsheet;['rıetēı'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'interface', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
bRDqEQHasC;False;2018-09-18T18:28:18.000Z;spreadsheet;['guarīe'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'international', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
balZ2vSg4i;False;2018-09-18T18:28:19.000Z;spreadsheet;['dıashāı'];False;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': ""Ithkuil's Depletive Extension"", 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
kzm1lJuY9s;False;2018-09-18T18:28:19.000Z;spreadsheet;['jeaqcēo'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': ""Ithkuil's Graduative Extension"", 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
G9KGGYG2yN;False;2018-09-18T18:28:19.000Z;spreadsheet;['cuaqjīe', 'lıjīe'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': ""Ithkuil's Interpretative Case: X (abstract) is the interpretation of Y as seen by Z"", 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
2nJ5LAq32;False;2018-09-18T18:28:19.000Z;spreadsheet;['buqrīaı'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'jaw', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
6e8rv5mmCj;False;2018-09-18T18:28:20.000Z;spreadsheet;['teqgūaıtūe'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'job', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
njM2Wv_rZR;False;2018-09-18T18:28:20.000Z;spreadsheet;['tıoqtīao'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'key', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
CViPDzoFtG;False;2018-09-18T18:28:21.000Z;spreadsheet;['nuısōaı'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'kiwifruit', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict([('Ilmen', 0)])
1KLKBKqL82;False;2018-09-18T18:28:21.000Z;spreadsheet;['juaosōachē'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'lawyer', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
LlUMmWQBia;False;2018-09-18T18:28:22.000Z;spreadsheet;['daqtūaodōa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'lend', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
y3OMJqEGY;False;2018-09-18T18:28:22.000Z;spreadsheet;['padā'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'leopard', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
FCI_KbQnPI;False;2018-09-18T18:28:24.000Z;spreadsheet;['gaqsīamōe'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'lonely ()', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
YDMyYe_Ss;False;2018-09-18T18:28:24.000Z;spreadsheet;['soıbūaq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'lose (in a competition)', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
x1FQ21LTqU;False;2018-09-18T18:28:25.000Z;spreadsheet;['shuetūa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'maintain', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
3W6lypFdqX;False;2018-09-18T18:28:25.000Z;spreadsheet;['seoshō'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'marry', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
UU9sRuPrN;False;2018-09-18T18:28:26.000Z;spreadsheet;['medīa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'media', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
d5yurAcb3y;False;2018-09-18T18:28:26.000Z;spreadsheet;['bıadīu'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'medicine (science)', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
