id,official,date,author,toaq,is_a_lexeme,audio,class,frame,distribution,generics,noun_classes,slot_tags,tags,examples,target_language,definition_type,definition,notes,gloss,keywords,segmentation,etymology,related,derived,synonyms,antonyms,hypernyms,hyponyms,comments,score,votes
d8ZdMKJDj,False,2019-01-26T10:54:49.000Z,uakci,taq,True,[],,,,,,[],[],[],toa,informal,gủjēo dóshī dóshī dógū da,[],,,,[],[],[],[],[],[],[],[],0,"OrderedDict([('seaqtaq', 1), ('Ilmen', -1)])"
S2H1quHQ2,False,2019-01-26T10:56:45.000Z,uakci,mu,True,[],,,,,,[],[],[],toa,informal,[pó mí Hủaqchī ga mủı bı:] gủjēo dógū dóshī dósāq da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
LYHZs7TGW,False,2019-01-26T11:00:17.000Z,uakci,shı,True,[],,,,,,[],[],[],toa,informal,sa ráı pa lủ tu dó bı shẻ jêı hóa dó na mêa dó dóshī da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
JoCWfDy3O,False,2019-01-26T11:03:17.000Z,uakci,shı,True,[],,,,,,[],[],[],toa,informal,"bủ sỉapūı dóshī, na ru sa ráı pa lủ tu dó bı shẻ jêı hóa dó na mêa dó dóshī da",[],,,,[],[],[],[],[],[],[],"[OrderedDict([('content', '+1'), ('date', '2019-01-26T11:03:18Z'), ('author', 'uakci')]), OrderedDict([('content', 'shi(s) ⇔ s ≠ ø ∧ ∃x∀y[y ⊆ s ⇒ x = y]'), ('date', '2019-01-26T11:05:24Z'), ('author', 'uakci')])]",1,"OrderedDict([('uakci', 1)])"
0M6XcaWBh,False,2019-01-26T11:07:33.000Z,uakci,gu,True,[],,,,,,[],[],[],toa,informal,tủq mẻa sa dójēq shỉ ru sa dóhēo shỉ bǔ dỏjēq na dóshī da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
8l4Lza1XP,False,2019-01-26T11:09:22.000Z,uakci,tuq,True,[],,,,,,[],[],[],toa,informal,"tu dó bı, jẻojēq mêa dó dóshī na jêo dó dógū da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
glEYwCb7-,False,2019-01-26T11:11:54.000Z,uakci,kuaq,True,[],,,,,,[],[],[],toa,informal,tủa dủa chà kûq dóshī sa ráı na dóshī jêo dóshī dógū da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
VkBDgNLnN,False,2019-01-26T11:15:23.000Z,uakci,me,True,[],,,,,,[],[],[],toa,informal,"tu lú mẻa hóa dógū pa pảq dóshī, na ru shỉ dóshī, na ru dảı râo sa héo bû shỉ lú tủq pảq hóa dóshī da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
7VPCKG2KZ,False,2019-01-26T11:18:51.000Z,uakci,heo,True,[],,,,,,[],[],[],toa,formal,bu #jẻq,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
26JJNLZgB,False,2019-01-26T11:23:10.000Z,uakci,baq,True,[],,,,,,[],[],[],toa,informal,"dóshī pa, tủq lî dủafūı ra rảqmōıfūı jẻo ja dó dógū da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
EmPFsoLpM,False,2019-01-26T11:38:24.000Z,uakci,muı,True,[],,,,,,[],[],[],toa,informal,"sa dó pỏq bı, rảo gâı dó dógū na môı ra mỉu dó dóshī da ",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
iadBOJDo1,False,2019-01-26T11:47:11.000Z,uakci,kue,True,[],,,,,,[],[],[],toa,informal,"mẻ dóshī sa bóe, na ru lẻ kâı sa ráı sa ráı dóshī da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
Zq6KDwt9s,False,2019-01-26T11:49:08.000Z,uakci,maı,True,[],,,,,,[],[],[],toa,formal,#jaq #chỏ,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
NPFi8bOsl,False,2019-01-26T11:49:49.000Z,uakci,cho,True,[],,,,,,[],[],[],toa,informal,mỉu dóshī gî sa pó dógū da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
FxqAQGbs1,False,2019-01-26T11:52:50.000Z,uakci,gı,True,[],,,,,,[],[],[],toa,informal,"dóshī pa, lủ to ra shảo báq pỏq hóa, to rảq hóa sa lú cả hóa sa túe mỉedūoı ra jaı da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
W5nTLYfAu,False,2019-01-26T11:53:08.000Z,uakci,huı,True,[],,,,,,[],[],[],toa,formal,gıq #gỉ,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
bBBByUZ6t,False,2019-01-26T11:55:15.000Z,uakci,laı,True,[],,,,,,[],[],[],toa,informal,dảı gâı sa póq dóshī na ru mûı sa dógū dóshī da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
atgCZXW_H,False,2019-01-26T11:56:25.000Z,uakci,lao,True,[],,,,,,[],[],[],toa,informal,"rào hâıgīq dógū pa, bủ tảo dóshī sa ráı da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
mYVnHp3t1,False,2019-01-26T11:57:48.000Z,uakci,baı,True,[],,,,,,[],[],[],toa,informal,chỏq dóshī sa múoq tûa dóshī jîq dógū da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
BtCtVfyJK,False,2019-01-26T11:58:06.000Z,uakci,shuaq,True,[],,,,,,[],[],[],toa,informal,tủa jỉq dóshī dógū da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
No4w6Ar9n,False,2019-01-26T12:15:06.000Z,uakci,faq,True,[],,,,,,[],[],[],toa,informal,rảo sa ráı dóshī sa,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
7vfbq2dw9,False,2019-01-26T12:32:52.000Z,uakci,chaı,True,[],,,,,,[],[],[],toa,informal,"pỉehāq dóshī, na ru sa dó nǐuboe (kıo sỏq fảı shî mỉ Kảmēlīa Jủqgūo níu rǎq hóa dó kı) bı, mủoq dóshī sa lú shỏ bủı hóa dó rào nîe dó sa náo lỏq da",[],,,,[],[],[],[],[],[],[],"[OrderedDict([('content', 'niuVboe- *'), ('date', '2019-01-26T12:33:22Z'), ('author', 'uakci')])]",0,OrderedDict()
WTN9TfqBP,False,2019-01-26T12:50:52.000Z,uakci,hoe,True,[],,,,,,[],[],[],toa,informal,"sảo ru lỏq dóshī, na ru gảıkīu rào sa ráı tî dóshī sa séoq da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
vm3v9GNuv,False,2019-01-26T12:51:51.000Z,uakci,seoq,True,[],,,,,,[],[],[],toa,informal,gảo dóshī tu lú tỉ hóa gáıhā da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
9KQRMucI9,False,2019-01-26T12:52:52.000Z,uakci,gao,True,[],,,,,,[],[],[],toa,informal,"dảı shûa sa ráı dóshī dógū, na ru bủ dảı shûa sa ráı dógū dóshī da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
dnglNMFrc,False,2019-01-26T12:53:13.000Z,uakci,guq,True,[],,,,,,[],[],[],toa,formal,gıq #gảo,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
5HPnRM04e,False,2019-01-26T12:53:36.000Z,uakci,guq,True,[],,,,,,[],[],[],toa,formal,mu #gảo,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
Rh3DZMa0I,False,2019-01-26T13:00:28.000Z,uakci,shua,True,[],,,,,,[],[],[],toa,informal,cả dủo pó gáıhā dóshī dógū hǔaq jủı hóa gáıhā dósāq na dósāq da,[],,,,[],[],[],[],[],[],[],"[OrderedDict([('content', '+1'), ('date', '2019-01-26T13:00:30Z'), ('author', 'uakci')])]",1,"OrderedDict([('uakci', 1)])"
zqkwmshNR,False,2019-01-26T13:01:22.000Z,uakci,rıaq,True,[],,,,,,[],[],[],toa,formal,mu #tỉ,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
gm4kJdQVH,False,2019-01-26T13:08:29.000Z,uakci,seu,True,[],,,,,,[],[],[],toa,informal,"sỉo ra lảı dóshī, na ru mủı go dóshī sa lú rảq hóa sío nẻ pủı da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
jcQ72A1_r,False,2019-01-26T20:03:47.000Z,uakci,gaq,True,[],,,,,,[],[],[],toa,informal,tảo dóshī roı dógū dósāq da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
YxUEiQK8x,False,2019-01-27T17:48:10.000Z,uakci,cho,True,[],,,,,,[],[],[],toa,informal,gỉ ra dẻq ra pủa dógū jìe dóshī da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
1A8CWXw9a,False,2019-01-27T17:49:33.000Z,uakci,loı,True,[],,,,,,[],[],[],toa,informal,"jảq bủ chỏ dóshī dógū, na ru cả môı dóshī dógū na mêo ra fẻı dóshī da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
iqgWz82cG,False,2019-01-27T17:59:08.000Z,uakci,hıao,True,[],,,,,,[],[],[],toa,informal,cả dóshī jûq dógū sa húı,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
oDcCS_etM,False,2019-01-27T20:22:58.000Z,uakci,paı,True,[],,,,,,[],[],[],toa,informal,"mỉu gỉ dóshī dógū, na ru chỏ dóshī gâq dógū dóshī, na na ru (lẻ) shảo dóshī fôagī dógū da.",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
vFspwZ2nm,False,2019-01-27T20:25:49.000Z,uakci,seo,True,[],,,,,,[],[],[],toa,informal,"kùı pó sa júao pa, gảq dóshī dógū lî bỏ ja dó na, lũ lẻ kủı hóa chêo mảı dóshī roı dógū da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
RjYGP_bUJ,False,2019-01-27T20:32:19.000Z,uakci,seaq,True,[],,,,,,[],[],[],toa,informal,"chẻo pủaqfūo dóshī roı dógū, na ru sỉeq ru jảı dóshī roı dógū kùı lê cả sêaq dóshī dógū na bâı dóshī ra dógū sa fú da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
HcPm9l3E4,False,2019-01-27T20:32:37.000Z,uakci,fuo,True,[],,,,,,[],[],[],toa,formal,#soq #jủı,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
COL_pWVBK,False,2019-01-27T20:34:37.000Z,uakci,soq,True,[],,,,,,[],[],[],toa,informal,"sıa dó měa hóa dósāq pa, hủaq dóshī dógū da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
OptDFs77m,False,2019-01-27T20:38:28.000Z,uakci,joe,True,[],,,,,,[],[],[],toa,informal,"dẻq dóshī dógū, na ru gỉ lú cả go hóa tâo dóshī dógū da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
tK0E6CC0Z,False,2019-01-27T20:40:55.000Z,uakci,choa,True,[],,,,,,[],[],[],toa,informal,chỏq dóshī sa pó dóshī ga bủq lâq dógū da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
L06v-g8B-,False,2019-01-27T20:44:06.000Z,uakci,faı,True,[],,,,,,[],[],[],toa,informal,pủı sa túq lủ gủo hóa jêo dóshī dógū da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
w0lsFsfQd,False,2019-01-27T20:48:10.000Z,uakci,poq,True,[],,,,,,[],[],[],toa,informal,kảqsīu ru rủosīu dóshī jí da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
MvrgFWknU,False,2019-01-27T20:49:11.000Z,uakci,ceo,True,[],,,,,,[],[],[],toa,formal,#shaı bủ,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
zG9Qi-BWD,False,2019-01-27T20:52:49.000Z,uakci,tua,True,[],,,,,,[],[],[],toa,informal,cả tâo dóshī sa ráı na dógū da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
sz-hyD0sa,False,2019-01-27T20:58:00.000Z,uakci,chıo,True,[],,,,,,[],[],[],toa,informal,pủıjēq dógū sa túq lủ gủo hóa dóshī ceı da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
om5Kcj9M4,False,2019-01-27T20:58:24.000Z,uakci,kuoı,True,[],,,,,,[],[],[],toa,formal,gıq #hủaq,[],,,,[],[],[],[],[],[],[],[],0,"OrderedDict([('Ilmen', -1), ('uakci', 1)])"
ICjJlHAEq,False,2019-01-27T21:05:54.000Z,Ilmen,chıo,True,[],,,,,,[],[],[],toa,informal,tủq gủo go dóshī sa lú pủınē dógū hóa,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
nYd6qptxZ,False,2019-01-27T21:15:48.000Z,uakci,ko,True,[],,,,,,[],[],[],toa,informal,"bủ hủaq pủı dósāq dógū, na ru jèojēq shî dósāq pa, sỏq dóshī dójō dógū, na ru jèojēq bû pủq dósāq na sa dó lỉ shỉ sa túq lủ bủ jẻojēq mêa hóa ja ráı na mêa hóa dósāq bı, kỏ dóshī sa lú dóhēo hỏa bı sỏq go dójō cu dógū fı sa lú tủq hóa lú bủ jẻojēq mêa hóa dóhēo na mêa hóa dógū ceı ceı ceı dó dójō da",[],,,,[],[],[],[],[],[],[],"[OrderedDict([('content', '+1'), ('date', '2019-01-27T21:15:52Z'), ('author', 'uakci')]), OrderedDict([('content', 'soq(S, x2, x4); if(shi(x3)) x1 = S; else ko(x1, x2 \\ S, x3 - 1, x4)'), ('date', '2019-01-27T21:17:08Z'), ('author', 'uakci')])]",1,"OrderedDict([('uakci', 1)])"
ltF5vrhe7,False,2019-01-27T21:32:25.000Z,uakci,gu,True,[],,,,,,[],[],[],toa,informal,nẻu péı dỏshī péı shỉ péı shỉ da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
HoRU3HlN7,False,2019-01-27T21:32:51.000Z,uakci,naı,True,[],,,,,,[],[],[],toa,informal,rảo dóshī kûq jí ní da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
CruR-vnYe,False,2019-01-27T21:33:32.000Z,uakci,jıa,True,[],,,,,,[],[],[],toa,informal,bỉe dóshī náı da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
IyR_O0wxp,False,2019-01-27T21:39:42.000Z,uakci,sı,True,[],,,,,,[],[],[],toa,informal,bỉaq rảqmōı dóshī dógū da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
4qwi1pfmG,False,2019-01-27T21:40:40.000Z,uakci,chıaı,True,[],,,,,,[],[],[],toa,informal,"sa dó jěı dûa dóshī dógū bı, fảq dó, na ru keo bủ mỏı dóshı dó da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
C3qmbMbbz,False,2019-01-27T21:41:41.000Z,uakci,dea,True,[],,,,,,[],[],[],toa,formal,#caı #cẻo #fủo,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
-Hgs60bif,False,2019-01-27T21:44:20.000Z,uakci,coe,True,[],,,,,,[],[],[],toa,informal,"sa dó bı, fủo dóshī dó, na ru fủo dó dógū da (kıo dảı mêajēq dóshī ra dógū dó kı)",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
lcTvJboyx,False,2019-01-27T21:45:14.000Z,uakci,meajēq,True,[],,,,,,[],[],[],toa,informal,jẻq dóshī dógū lî mẻa ja dó háqbī da; jẻı dóshī dógū da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
e0NVGj_QG,False,2019-01-27T21:45:58.000Z,uakci,roaq,True,[],,,,,,[],[],[],toa,informal,"nỉaı dóshī ru dógū, na ru lủı bảı dóshī dógū da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
zXjsllB6y,False,2019-01-27T21:47:51.000Z,uakci,noaq,True,[],,,,,,[],[],[],toa,informal,"sỉ dóshī sa dó lǎı hóa ru tǐ hóa dósāq, na ru mủıjūq dóshī dógū dó da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
fV1X3RIcG,False,2019-01-27T21:50:40.000Z,uakci,noı,True,[],,,,,,[],[],[],toa,informal,"gảıkīu dóshī, na ru tu dó bı cả hîao sa ráı dó na lîe sa ráı dóshī da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
QIhL4j6z5,False,2019-01-27T21:59:11.000Z,uakci,boı,True,[],,,,,,[],[],[],toa,informal,rảo dóshī tu lú bủ shỉu hóa dógū da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
WMSxCsXda,False,2019-01-28T21:15:04.000Z,uakci,duo,True,[],,,,,,[],[],[],toa,informal,"sa dó jěı dûo dóshī dógū dósāq bı, shẻ go fâq dó na, lû to ru shỉu go dó tî dóshī dósāq, to bỉe go dó tî dóshī dógū da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
p4xrnmn9M,False,2019-01-29T22:29:54.000Z,Ilmen,ru,True,[],,,,,,[],[],[],toa,informal,[RU] Shủ rủ lúcōetōa lǎı hóa cúaq tỏrū da.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
gyuugc8jF,False,2019-01-29T22:30:57.000Z,Ilmen,ku,True,[],,,,,,[],[],[],toa,informal,[KU] Shú kủ pa shẻıdōetōa na ru lảı nîqdāo pó tóa fǐa hóa bíhōı da. Mũa bı mủıjēq mó «kỏı ku jí» teo mó «jỉ kóı» teo kıo nỉqdāo pó shú jỉ kı da.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
ZPb5p9g7A,False,2019-01-29T22:31:38.000Z,Ilmen,po,True,[],,,,,,[],[],[],toa,informal,[PO] Mủıjēq mó «pỏ háo ga» teo mó «lú rảq hỏa háo na» teo da.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
umgSgdPs-,False,2019-01-29T22:33:48.000Z,uakci,po,True,[],,,,,,[],[],[],toa,informal,pỏ dó dóshī shè râq dó dóshī da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
1nSHXlzNO,False,2019-01-29T22:34:20.000Z,uakci,jeı,True,[],,,,,,[],[],[],toa,informal,jẻı dó dóshī shè dô dóshī da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
46Z_4z0ym,False,2019-01-29T22:35:24.000Z,uakci,rao,True,[],,,,,,[],[],[],toa,informal,bủ shỉu ra bỉe dóshī dógū da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
P6QiSTtEf,False,2019-01-29T22:40:07.000Z,uakci,chuq,True,[],,,,,,[],[],[],toa,informal,tảo dóshī sa lú to ru shỏ nỉe jòı hóa dógū dóshī to cả hóa dâı chỏq dóshī dógū dâı dủoı mỉe dóshī da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
vcMwS_Oxn,False,2019-01-29T22:42:25.000Z,uakci,pıe,True,[],,,,,,[],[],[],toa,informal,"chủq dóshī dógū nǎotēı, na na ru bủ jảq chỏq dóshī sa lú nỉe hóa lú bủq hóa dóshī ceı ceı shô fủı chủq dógū dóshī da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
Fx6p3jlA2,False,2019-01-29T22:45:36.000Z,uakci,laq,True,[],,,,,,[],[],[],toa,formal,kıu #hủogāı,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
9y0L8a2mH,False,2019-01-29T22:49:28.000Z,uakci,nıq,True,[],,,,,,[],[],[],toa,informal,"bủ hảı dủa jí púıbīaq lú rảq hóa dóshī, na ru nảı lú kỏ shỉ cu lî chủı na hóa gǔo hóa gâı jí dóshī da",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
0kaLqR9JU,False,2019-01-29T22:52:24.000Z,uakci,chuı,True,[],,,,,,[],[],[],toa,informal,pủı sa tủq lủ shủı dóshī hoa da,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
ivSEUVuwj,False,2019-01-29T22:52:47.000Z,uakci,reoq,True,[],,,,,,[],[],[],toa,formal,gıq #chủı,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
abk1r9FSw,False,2019-01-29T22:53:02.000Z,Ilmen,duo,True,[],,,,,,[],[],[],toa,formal,[XXX] Fảq sa lú sỉao tî dóshī dósāq na hóa na ru fảo tî dóshī dógū bủ dỏsāq na hóa.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
cg6AogVSQ,False,2019-01-29T23:01:25.000Z,uakci,rea,True,[],,,,,,[],[],[],toa,informal,"dóshī pa, tủq lủ dó hǒa bı to ru mỏa dó, to tu dóhēo mỏa měahēo hóa dóshī na sa dópā mỏa hǔaq jủı hóa dóshī dó na sa dópā mỏa hǔaq jủı hóa dóshī dó na bı, to ru nỉe dópā dógū, to bủı dórē dógū da",[],,,,[],[],[],[],[],[],[],"[OrderedDict([('content', 'WP/Boundary_(Topology): ‘the set of points p of X such that every neighborhood of p contains at least one point of S and at least one point not of S.’ ni/ mui? bi, siu? hoq/ da'), ('date', '2019-01-29T23:03:33Z'), ('author', 'uakci')])]",0,OrderedDict()
nGr_lRJgj,False,2019-01-29T23:29:26.000Z,Ilmen,beo,True,[],,,,,,[],[],[],toa,formal,[X2] Sa dósāq sa dójō bủ dỏsāq bı lẻaqshīu lû sa dỏgū dóshī dósāq ru sıa dójō na lû sa dỏgū dóshī sıa dósāq ru dójō.,[],,,,[],[],[],[],[],[],[],"[OrderedDict([('content', '+1'), ('date', '2019-04-14T21:58:20Z'), ('author', 'uakci')])]",0,"OrderedDict([('uakci', 1), ('Ilmen', -1)])"
sfaYKpvOh,False,2019-01-29T23:30:23.000Z,Ilmen,mıa,True,[],,,,,,[],[],[],toa,informal,  = [X2] Jẻo dóshī sa púı sa dỏgū.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
iJLnHMvJj,False,2019-01-30T10:32:42.000Z,Ilmen,rao,True,[],,,,,,[],[],[],toa,formal,[XX] Pảq sa dáqmōa dóshī ru dógū.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
-b34yxaaP,False,2019-01-30T10:33:11.000Z,Ilmen,tı,True,[],,,,,,[],[],[],toa,formal,[XX] Pảq sa góamōa dóshī ru dógū.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
v3fgFlH_k,False,2019-01-30T10:40:01.000Z,Ilmen,daqmōa,True,[],,,,,,[],[],[],toa,informal,[X] Tỏaı dóshī báq dảq da. Hủaq dảqtūao sıa ráı dóshī da.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
51SYlWlx2,False,2019-01-30T14:39:47.000Z,Ilmen,raı,True,[],,,,,,[],[],[],toa,formal,[X] Sảlī jêo dóshī ja dógū.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
j4nQRHN_d,False,2019-01-30T14:57:42.000Z,Ilmen,ceo,True,[],,,,,,[],[],[],toa,formal,"[0] Lẻaqshīu bû dóshī na jêo dóshī.
= [X1] Lẻaqshīu bû dóshī dógū na jêo dóshī dógū.",[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
r4cGRdUuL,False,2019-01-30T18:45:44.000Z,Ilmen,shıu,True,[],,,,,,[],[],[],toa,informal,[00] Fỉa dóshī dógū pó dáq.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
rX5j-5yyx,False,2019-01-30T18:46:11.000Z,Ilmen,bıe,True,[],,,,,,[],[],[],toa,informal,[00] Sỉe dóshī dógū pó dáq.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
14uIYEUYz,False,2019-01-30T20:40:06.000Z,Ilmen,ko,True,[],,,,,,[],[],[],toa,formal,[XX12] Mẻa dóshī dógū na ru sa dỏsāq dógū sa dǒjō hóa dóshī.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
lLQzIRqCg,False,2019-01-30T20:40:21.000Z,Ilmen,ko,True,[],,,,,,[],[],[],toa,formal,[XXN2] Mẻa dóshī dógū na ru pủınē dósāq dógū sa dǒjō hóa dóshī.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
BeyEIOQea,False,2019-01-30T20:59:23.000Z,uakci,ko,True,[],,,,,,[],[],[],toa,informal,"sa dó pǔıjēq hóa dósāq ru měa hóa dógū bı, sỏq gỉq dóshī dójō dó, na ru hủaq tu lú mẻa hóa shỉ dó ceı dójō tu lú mẻa hóa shỉ to ru dó bũ to dógū jẽo da",[],,,,[],[],[],[],[],[],[],"[OrderedDict([('content', 'ko(x1, x2, x3, x4) <=> x1 is the least x4 in a subset of x3 best x4-ers in set x2'), ('date', '2019-01-30T21:00:11Z'), ('author', 'uakci')]), OrderedDict([('content', '+1'), ('date', '2019-01-30T21:00:23Z'), ('author', 'uakci')])]",1,"OrderedDict([('uakci', 1)])"
BSianGzz5,False,2019-01-31T16:49:54.000Z,Ilmen,me,True,[],,,,,,[],[],[],toa,informal,[XX] Tủq pảq dógū dóshī.,[],,,,[],[],[],[],[],[],[],[],0,OrderedDict()
