id;official;date;author;toaq;is_a_lexeme;audio;class;frame;distribution;generics;noun_classes;slot_tags;tags;examples;target_language;definition_type;definition;notes;gloss;keywords;segmentation;etymology;related;derived;synonyms;antonyms;hypernyms;hyponyms;comments;score;votes
84plZRslTh;False;2018-09-18T18:28:40.000Z;spreadsheet;huıtāojīo;True;[];;;;;;[];[];[];eng;informal;prison;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
QBvbVRiD5;False;2018-09-18T18:28:41.000Z;spreadsheet;duagīkūqsē;True;[];;;;;;[];[];[];eng;informal;proverb;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2018-12-26T23:50:08.000Z'), ('author', 'uakci')])];0;OrderedDict([('uakci', 1), ('Ilmen', -1)])
ry7m1h8vMg;False;2018-09-18T18:28:43.000Z;spreadsheet;jıqjīaq;True;[];;;;;;[];[];[];eng;informal;reality;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
ZHCLoMiX_W;False;2018-09-18T18:28:44.000Z;spreadsheet;jeıgāı;False;[];;;;;;[];[];[];eng;informal;recognize;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2018-12-30T22:30:01.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '+1'), ('date', '2018-12-30T22:51:25.000Z'), ('author', 'uakci')]), OrderedDict([('content', '-1, formatting'), ('date', '2019-05-19T00:56:03.497Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '-1, formatting'), ('date', '2019-05-19T00:56:05.513Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '-1, formatting'), ('date', '2019-05-19T00:56:07.547Z'), ('author', 'seaqtaq')])];0;OrderedDict([('seaqtaq', 1), ('uakci', -1)])
a89BCNnY0E;False;2018-09-18T18:28:44.000Z;spreadsheet;kaoshūaq;True;[];;;;;;[];[];[];eng;informal;record (rejgau);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
LT18puXdmn;False;2018-09-18T18:28:45.000Z;spreadsheet;nuadōa;True;[];;;;;;[];[];[];eng;informal;replace/instead;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
C_cNzWa9ay;False;2018-09-18T18:28:45.000Z;spreadsheet;tıqbō;True;[];;;;;;[];[];[];eng;informal;reptile;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
qkwJy6r8dO;False;2018-09-18T18:28:45.000Z;spreadsheet;chuqjēarīaq;True;[];;;;;;[];[];[];eng;informal;restaurant;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
lTj9SJVpJG;False;2018-09-18T18:28:46.000Z;spreadsheet;kıedōa;True;[];;;;;;[];[];[];eng;informal;reward (v);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
BEAb1z2QZf;False;2018-09-18T18:28:49.000Z;spreadsheet;poepāq;True;[];;;;;;[];[];[];eng;informal;section;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
XyMycjv1hE;False;2018-09-18T18:28:49.000Z;spreadsheet;nıuhēaq;True;[];;;;;;[];[];[];eng;informal;seed;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
HsCqpRnwX;False;2018-09-18T18:28:54.000Z;spreadsheet;suaqsē;True;[];;;;;;[];[];[];eng;informal;song;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '+1!'), ('date', '2018-09-20T06:53:25.000Z'), ('author', 'uakci')])];0;OrderedDict([('uakci', 1), ('Ilmen', -1)])
Lfoj6HlzTD;False;2018-09-18T18:28:55.000Z;spreadsheet;tıjēaq;True;[];;;;;;[];[];[];eng;informal;spread;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
bAruXInvj;False;2018-09-18T18:28:55.000Z;spreadsheet;jojīeq;True;[];;;;;;[];[];[];eng;informal;square;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
HeJN2Ov3tC;False;2018-09-18T18:28:59.000Z;spreadsheet;doelē;True;[];;;;;;[];[];[];eng;informal;tende;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
J7qSSDKcnd;False;2018-09-18T18:29:02.000Z;spreadsheet;saofā;True;[];;;;;;[];[];[];eng;informal;travel;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
1QhPMPGub4;False;2018-09-18T18:29:02.000Z;spreadsheet;saqjīeq;True;[];;;;;;[];[];[];eng;informal;triangle;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
oEuH1i-Gxr;False;2018-09-18T18:29:03.000Z;spreadsheet;muıtōa;True;[];;;;;;[];[];[];eng;informal;verb;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
LAbtUUUA9j;False;2018-09-18T18:29:05.000Z;spreadsheet;shuehūı;False;[];;;;;;[];[];[];eng;informal;waste (bad deplete);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
nORK_Pa1XQ;False;2018-09-18T18:29:06.000Z;spreadsheet;soıtāı;False;[];;;;;;[];[];[];eng;informal;win;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
kKbugXaVAz;False;2018-09-18T18:29:07.000Z;spreadsheet;rıodūo;True;[];;;;;;[];[];[];eng;informal;wind;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
kLQcXnoCK;False;2018-09-18T20:36:46.000Z;Ilmen;meırīe;True;[];;;;;;[];[];[];eng;informal;▯ is a valley;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
w55XRPL8z;False;2018-09-24T11:41:13.000Z;Ilmen;kıedōa;True;[];;;;;;[];[];[];eng;informal;▯ rewards ▯ with action ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
d5jkbbySz;False;2018-09-26T11:23:41.000Z;Ilmen;chıtūafūı;False;[];;;;;;[];[];[];eng;informal;▯ is naive.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
OjUVs_kne;False;2018-09-26T11:29:44.000Z;uakci;chısīa;True;[];;;;;;[];[];[];eng;informal;▯ is skeptical (in general).;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('magi', 1)])
APmia-waH;False;2018-09-29T17:31:27.000Z;uakci;kaıfīeq;True;[];;;;;;[];[];[];eng;informal;"▯ writes ▯; ▯ is a writer.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
ybPjQZFnT;False;2018-09-30T20:03:44.000Z;Ilmen;porōı;False;[];;;;;;[];[];[];eng;informal;"▯ is what satisfies the property ▯, together with the other things/persons related to it; ▯ is ▯ and co.";[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2019-02-02T22:36:35.000Z'), ('author', 'lynn')])];0;OrderedDict([('lynn', 1), ('Ilmen', -1)])
q3AyrEOAi;False;2018-09-30T22:02:15.000Z;uakci;sudō;True;[];;;;;;[];[];[];eng;informal;"▯ takes place with superuser privileges; ▯ does ▯ as superuser.";['(fork of #1lWhikWDB)'];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'JEO version (suggested by @fagri)'), ('date', '2018-09-30T22:02:35.000Z'), ('author', 'uakci')])];1;OrderedDict([('uakci', 1)])
LelHgNhK6;False;2018-10-01T19:01:04.000Z;Ilmen;choaqhīo;True;[];;;;;;[];[];[];eng;informal;▯ welcomes ▯.;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('uakci', 1)])
6gRfVhxmS;False;2018-10-05T19:34:10.000Z;sheireq;Kanādā;False;[];;;;;;[];[];[];eng;informal;"predicate: 'Canadian'; ▯ is Canadian/pertains to Canada.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
kqzPEkBle;False;2018-10-05T19:34:35.000Z;sheireq;Kanādāgūa;False;[];;;;;;[];[];[];eng;informal;"predicate: 'Canada'; ▯ is Canada.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
SvY6wr879;False;2018-10-05T21:01:03.000Z;lynn;Farāqsē;False;[];;;;;;[];[];[];eng;informal;▯ is French / is of France, its languages or people.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Yostk24_8;False;2018-10-05T21:01:17.000Z;lynn;Juqgūo;False;[];;;;;;[];[];[];eng;informal;▯ is Chinese / is of China, its languages or people.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
tTJBZgw7t;False;2018-10-05T21:02:30.000Z;lynn;Nıhōq;False;[];;;;;;[];[];[];eng;informal;▯ is Japanese / is of Japan, its languages or people.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
v1u4laZwO;False;2018-10-05T21:02:48.000Z;lynn;Farāqsēgūa;False;[];;;;;;[];[];[];eng;informal;▯ is France.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
t7ES67Yi5;False;2018-10-05T21:02:58.000Z;lynn;Juqgūogūa;False;[];;;;;;[];[];[];eng;informal;▯ is China.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Q16tLjr4U;False;2018-10-05T21:03:24.000Z;lynn;Nıhōqgūa;False;[];;;;;;[];[];[];eng;informal;▯ is Japan.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
YQJINqw2V;False;2018-10-05T21:03:40.000Z;lynn;Farāqsētōaq;False;[];;;;;;[];[];[];eng;informal;▯ is the French language.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
MQoGGZW4w;False;2018-10-05T21:04:03.000Z;lynn;Juqgūotōaq;False;[];;;;;;[];[];[];eng;informal;▯ is a Chinese language.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
0_XnOSV7E;False;2018-10-05T21:04:28.000Z;lynn;Nıhōqtōaq;False;[];;;;;;[];[];[];eng;informal;▯ is the Japanese language.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
kDLLzK6EK;False;2018-10-05T21:08:57.000Z;Ilmen;sıesīa;True;[];;;;;;[];[];[];eng;informal;▯ is previous in sequence ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
_DVznQG8X;False;2018-10-05T23:13:20.000Z;seaqtaq;maıjīaı;False;[];;;;;;[];[];[];eng;informal;▯hugs▯;[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', 'calque of lojban ""pamjai""'), ('date', '2018-10-05T23:13:37.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '+1'), ('date', '2018-10-30T01:29:56.000Z'), ('author', 'fagri')]), OrderedDict([('content', '−1 for dotless ı + t1 and definition formatting → #Vet4O5M2_'), ('date', '2020-02-25T18:52:01.058Z'), ('author', 'uakci')])]";0;OrderedDict([('fagri', 1), ('uakci', -1)])
xMTZo5ovD;False;2018-10-07T18:23:39.000Z;Ilmen;ceahākō;True;[];;;;;;[];[];[];eng;informal;▯ is a koala.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
AabZVM-zl;False;2018-10-08T15:15:20.000Z;Ilmen;muqshōaı;False;[];;;;;;[];[];[];eng;informal;▯ is a bat.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
xsUZwlIst;False;2018-10-08T16:44:40.000Z;uakci;huq;True;[];;;;;;[];[];[];eng;informal;self-vocative: analogous to «hu», but describes the speaker and not the intended listener.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
mNIBa7BKQ;False;2018-10-08T21:58:14.000Z;Ilmen;rudō;True;[];;;;;;[];[];[];eng;informal;▯ is a bramble.;[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', 'PIE ""wr̥dʰo-"" → Rubus.'), ('date', '2018-10-08T21:58:54.000Z'), ('author', 'Ilmen')])]";0;OrderedDict()
gXLxrgLZe;False;2018-10-08T23:36:31.000Z;seaqtaq;teıtōaı;False;[];;;;;;[];[];[];eng;informal;▯ is a morpheme;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'calque from english'), ('date', '2018-10-08T23:37:17.000Z'), ('author', 'seaqtaq')])];0;OrderedDict()
oPr-jjkdJ;False;2018-10-09T09:34:43.000Z;Ilmen;hıdērūdō;True;[];;;;;;[];[];[];eng;informal;▯ is a raspberry plant.;[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', 'Rubus idaeus; it was associated with Mount Ida (ἴ̄δη in Ancient Greek), near Troy, in the North East of Turkey, which was apparently particularly rich in them.'), ('date', '2018-10-09T09:37:38.000Z'), ('author', 'Ilmen')])]";0;OrderedDict()
_y8bnCqVm;False;2018-10-11T19:49:07.000Z;uakci;q̄;False;[];;;;;;[];[];[];eng;informal;hesitation;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
kasUFHys4;False;2018-10-17T21:03:26.000Z;Ilmen;hımīeq;True;[];;;;;;[];[];[];eng;informal;▯́ pa lủ tu dó měa hóa ▯́ bı, mỉeq hóa lî ja dógū měa hóa ▯́ bı jẻo dó dógū.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
uDtuRa3Iv;False;2018-10-20T07:43:32.000Z;Ilmen;tapīrā;True;[];;;;;;[];[];[];eng;informal;▯ is a tapir.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
nneDth8bv;False;2018-10-20T17:25:04.000Z;Ilmen;gorīlāı;False;[];;;;;;[];[];[];eng;informal;▯ is a gorilla.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
T-tNh_Jk7;False;2018-10-20T17:32:53.000Z;Ilmen;tılīa;True;[];;;;;;[];[];[];eng;informal;▯ is a linden/lime tree.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
SfKHAU6uW;False;2018-10-20T20:30:42.000Z;Ilmen;menī;True;[];;;;;;[];[];[];eng;informal;▯ is a pangolin of the Manis genus.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
sMJFC2EHJ;False;2018-10-21T13:24:19.000Z;Ilmen;nuqlēq;True;[];;;;;;[];[];[];eng;informal;▯ is an anteater.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
h-4tR3cSY;False;2018-10-27T15:25:04.000Z;Ilmen;feodūo;True;[];;;;;;[];[];[];eng;informal;▯ moves towards ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
UgF0D8Oxf;False;2018-10-27T21:41:39.000Z;uakci;bırāı;False;[];;;;;;[];[];[];eng;informal;▯ is the topic (prenex) of this sentence.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
3Rf3vcMF4;False;2018-11-17T14:54:46.000Z;uakci;moıkūq;True;[];;;;;;[];[];[];eng;informal;"▯ thinks of saying ▯; ▯ says ▯ in their mind.";[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2018-11-17T14:57:02.000Z'), ('author', 'uakci')])];1;OrderedDict([('uakci', 1)])
hpnOBbz5D;False;2018-11-21T21:16:15.000Z;fagri;daqkō;True;[];;;;;;[];[];[];eng;informal;▯, among those satisfying property ▯, is the ▯th;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '+1 for conforming to abstraction-ordering simplification'), ('date', '2018-11-21T21:16:30.000Z'), ('author', 'fagri')])];1;OrderedDict([('fagri', 1)])
CJKfrXS-6;False;2018-12-08T15:25:53.000Z;lynn;deoqsōı;False;[];;;;;;[];[];[];eng;informal;▯ argues with ▯.;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('Ilmen', 1)])
ccKO4w7gf;False;2018-12-08T16:43:13.000Z;uakci;mıqdōe;True;[];;;;;;[];[];[];eng;informal;#doemiq;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
0-20OQSmh;False;2018-12-09T20:09:12.000Z;lynn;luaqchūo;True;[];;;;;;[];[];[];eng;informal;▯ is a toy.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
7d4Lavvf-;False;2018-12-14T02:49:50.000Z;lynn;mu bỏqbū;False;[];;;;;;[];[];[];eng;informal;▯ isn't prevented by ▯. (= ▯ happens despite ▯.);[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
ixJfj32uZ;False;2018-12-24T14:42:13.000Z;uakci;foqchīu;True;[];;;;;;[];[];[];eng;informal;▯ is a phone number.;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'possibly ‘…of phone ▯.’'), ('date', '2018-12-24T14:42:45.000Z'), ('author', 'uakci')]), OrderedDict([('content', 'Hỉ fóqchīu (go) pỏsūq moq. — What’s your phone number (the number of your phone)?'), ('date', '2018-12-24T14:43:50.000Z'), ('author', 'uakci')]), OrderedDict([('content', 'Jảq kủaı sẻaq jí súq da… Dủadōa súq fóqchīu ba!'), ('date', '2018-12-24T14:54:45.000Z'), ('author', 'uakci')])];1;OrderedDict([('uakci', 1)])
IbS_0OOU5;False;2018-12-24T18:18:43.000Z;seaqtaq;catāq;True;[];;;;;;[];[];[];eng;informal;▯ happens automatically;[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', ';▯ does ▯ automatically'), ('date', '2019-01-05T01:13:49.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', 'the previous note gives a nonsensical definition, see **doe**'), ('date', '2019-12-27T16:38:18.713Z'), ('author', 'seaqtaq')])]";1;OrderedDict([('Ilmen', 1)])
IAxe5-tpJ;False;2018-12-25T00:57:25.000Z;uakci;lo;True;[];;;;;;[];[];[];eng;informal;"convert predicate into noun phrase; veridical.";[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'example: ‘pỉnxē fı lo mlảtū lo lảdrū ıau’'), ('date', '2018-12-25T00:58:10.000Z'), ('author', 'uakci')]), OrderedDict([('content', 'is this not ke?'), ('date', '2020-03-15T23:20:44.079Z'), ('author', 'akesi')])];0;OrderedDict()
_ryJUmbHB;False;2018-12-27T09:23:11.000Z;uakci;koesē;True;[];;;;;;[];[];[];eng;informal;"▯ was chosen from a set of ▯-ers for purpose ▯; ▯ is a particular ▯-er.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
bocmlSFC2;False;2018-12-29T17:51:19.000Z;seaqtaq;seaqrīoq;True;[];;;;;;[];[];[];eng;informal;▯ is gender;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('uakci', 1)])
roDa03DMa;False;2018-12-29T20:24:18.000Z;seaqtaq;daqtūao;True;[];;;;;;[];[];[];eng;informal;▯ occurs for a short while;['(fork of #uh7F6PT8j)'];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', '""short duration"", ""brief"".'), ('date', '2019-02-07T18:17:51.000Z'), ('author', 'Ilmen')])]";0;OrderedDict()
MimKy7Gk_;False;2018-12-30T22:19:47.000Z;uakci;muımīu;True;[];;;;;;[];[];[];eng;informal;▯ perceives ▯ as meaning ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
B7_nfX35S;False;2018-12-30T23:24:31.000Z;fagri;kılō;True;[];;;;;;[];[];[];eng;informal;▯ masses exactly ▯ kilograms;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
PD77nJYj6;False;2018-12-31T08:48:11.000Z;Ilmen;kılō;True;[];;;;;;[];[];[];eng;informal;▯ is a kilogram.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
DM8R7aTEx;False;2018-12-31T20:48:36.000Z;uakci;tubī;True;[];;;;;;[];[];[];eng;informal;"▯ is identical to ▯; ▯ is a member of ▯; ▯ is a subclass of ▯; ▯ satisfies property ▯; ▯ is located at ▯; There exists ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
HXuGRkojP;False;2019-01-02T07:13:06.000Z;fagri;jaqjāq;True;[];;;;;;[];[];[];eng;informal;"▯ is very, VERY much the case; ▯ is very, VERY ▯";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Qw1_oepxC;False;2019-01-05T16:04:03.000Z;Ilmen;fıamāq;True;[];;;;;;[];[];[];eng;informal;"▯ is it (obviative); ▯ is the second-to-lastly mentioned inanimate referent.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
c9M4vMgVl;False;2019-01-05T16:12:37.000Z;Ilmen;kogīq;True;[];;;;;;[];[];[];eng;informal;__ is the x-th to last among ▯ where x is the number ▯, when sorted by property ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
1hlbY-Zgm;False;2019-01-05T16:31:22.000Z;Ilmen;nuekāo;True;[];;;;;;[];[];[];eng;informal;▯ is a contract.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
CMpq0TRu7;False;2019-01-06T22:47:01.000Z;seaqtaq;ruedūa;True;[];;;;;;[];[];[];eng;informal;▯ is uncertain that ▯ is the case;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
tMykgNdyD;False;2019-01-07T18:36:41.000Z;uakci;gong;False;[];;;;;;[];[];[];eng;informal;gong;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
3xtw_2R4z;False;2019-01-07T21:51:34.000Z;Ilmen;sıemē;True;[];;;;;;[];[];[];eng;informal;▯ is a sequence (abstract entity).;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'Conflicts with #fdI6xT0Bt'), ('date', '2019-04-18T00:39:01.000Z'), ('author', 'seaqtaq')])];0;OrderedDict()
g2u36x2SN;False;2019-01-07T22:09:12.000Z;Ilmen;shıqhūahūaı;False;[];;;;;;[];[];[];eng;informal;"▯ picks their nose; ▯ picks ▯'s nose.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
H_FXwezkm;False;2019-01-08T22:09:50.000Z;seaqtaq;hoıtōa;True;[];;;;;;[];[];[];eng;informal;▯ is an anaphora;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
