id;official;date;author;toaq;is_a_lexeme;audio;class;frame;distribution;generics;noun_classes;slot_tags;tags;examples;target_language;definition_type;definition;notes;gloss;keywords;segmentation;etymology;related;derived;synonyms;antonyms;hypernyms;hyponyms;comments;score;votes
DT2NbgNFW;False;2018-11-02T09:36:36.000Z;uakci;mu;True;[];;;;;;[];[];[];eng;informal;[@fagri’s definition:] pre-verb particle: swap the first slot with the second.;[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', ""(By the way, this isn't mine; it existed before I even came to the Toaq community)""), ('date', '2019-02-23T22:45:34.000Z'), ('author', 'fagri')]), OrderedDict([('content', '+1'), ('date', '2019-02-23T22:48:42.000Z'), ('author', 'fagri')]), OrderedDict([('content', 'we know that pretty well already, @fagri, we do'), ('date', '2019-02-24T10:19:36.000Z'), ('author', 'uakci')]), OrderedDict([('content', '(takes tone to make a serial - mủ)'), ('date', '2020-03-30T04:25:39.991Z'), ('author', 'akesi')]), OrderedDict([('content', 'that’s not true of this version of **mu**, @akesi'), ('date', '2020-03-30T04:46:39.573Z'), ('author', 'uakci')]), OrderedDict([('content', 'oop'), ('date', '2020-03-30T04:48:28.485Z'), ('author', 'akesi')])]";0;OrderedDict([('fagri', 1), ('Ilmen', -1)])
mpt_56-vw;False;2018-11-02T09:37:29.000Z;uakci;mu;True;[];;;;;;[];[];[];eng;informal;[@uakci’s definition:] predicate: ▯ is related to ▯ by the reverse of the relation ▯ (binary).;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'please note that the only difference from this definition to @fagri’s is the usage – his ‘mu’ is a particle, my ‘mu’ is a regular RAI predicate.'), ('date', '2018-11-02T09:45:28.000Z'), ('author', 'uakci')]), OrderedDict([('content', '+1 this definition is proving to work pretty nicely'), ('date', '2018-12-14T02:44:42.000Z'), ('author', 'lynn')])];0;OrderedDict([('lynn', 1), ('Ilmen', -1)])
wUFEu7r6x;False;2018-11-18T13:11:32.000Z;Ilmen;leı;True;[];;;;;;[];[];[];eng;informal;▯ is unfrequent in property ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
4Bxi-YDct;False;2018-12-23T15:04:12.000Z;uakci;ruı;True;[];;;;;;[];[];[];eng;informal;grey / gray;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
op_mYoskJ;False;2019-01-01T18:19:42.000Z;uakci;juqgī;True;[];;;;;;[];[];[];eng;informal;"▯ is good for / benefits ▯; ▯ does ▯ good; ▯ has ▯ as one of its beneficiaries.";[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', ""This predicate is optimised for s̀ìx̀t̀h̀-̀t̀òǹè usage, i.e. 'jùqgī.'""), ('date', '2019-01-01T18:22:21.000Z'), ('author', 'uakci')])]";0;OrderedDict()
-4ZycrOw1;False;2019-01-04T23:35:53.000Z;Xylochoron;sıu;True;[];;;;;;[];[];[];eng;informal;"(fork of official) predicate: ‘similar’; ▯ is similar to ▯ in property ▯.";[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', 'possibly would be nice to say what similarity two things have... like how ""jeq"" officially says two things are the same in some property'), ('date', '2019-01-04T23:36:41.000Z'), ('author', 'Xylochoron')]), OrderedDict([('content', '+1'), ('date', '2019-01-05T00:57:23.000Z'), ('author', 'fagri')]), OrderedDict([('content', '+1'), ('date', '2019-01-05T06:48:59.000Z'), ('author', 'uakci')]), OrderedDict([('content', '+1'), ('date', '2019-01-27T22:38:40.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '+1 ♫'), ('date', '2019-02-12T19:34:56.000Z'), ('author', 'lynn')]), OrderedDict([('content', 'It just occurred to me that **jui** might accomplish what this word does. Not sure though'), ('date', '2019-02-12T19:35:44.000Z'), ('author', 'fagri')]), OrderedDict([('content', '-1 (to retract previous vote)'), ('date', '2019-04-14T22:19:14.000Z'), ('author', 'uakci')]), OrderedDict([('content', '-1; cf. ‘siu’ on Toajōe'), ('date', '2019-04-14T22:19:37.000Z'), ('author', 'uakci')]), OrderedDict([('content', '(i.e., there is no way to fit the proposed x3 in the definition there, and I think that definition is close to being flawless)'), ('date', '2019-04-14T22:20:53.000Z'), ('author', 'uakci')])]";2;OrderedDict([('fagri', 1), ('uakci', -1), ('seaqtaq', 1), ('lynn', 1)])
x4kY2y8N3;False;2019-01-11T14:58:27.000Z;Ilmen;leaqbūa;True;[];;;;;;[];[];[];eng;informal;▯ is a neighbor of ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
47TKiPNtv;False;2019-01-22T02:12:16.000Z;uakci;taokōe;True;[];;;;;;[];[];[];eng;informal;▯ chooses to do ▯/1 out of ▯.;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '+1, this word is cool'), ('date', '2019-01-22T02:12:23.000Z'), ('author', 'uakci')])];1;OrderedDict([('uakci', 1)])
WfLO9gvmX;False;2019-01-26T00:04:18.000Z;uakci;tue;True;[];;;;;;[];[];[];eng;informal;▯ is the event ▯/0.;[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', '+1; the official definition for this word is inexplicable'), ('date', '2019-02-17T18:53:56.000Z'), ('author', 'fagri')]), OrderedDict([('content', '+1 – I agree'), ('date', '2019-02-17T19:02:22.000Z'), ('author', 'uakci')]), OrderedDict([('content', ""+0, nuetrality on hedai's part-he agrees""), ('date', '2019-02-17T19:03:18.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', 'Oh also -1, since this makes the word equivalent to guo'), ('date', '2019-02-17T19:09:46.000Z'), ('author', 'fagri')])]";2;OrderedDict([('fagri', 1), ('uakci', 1)])
xdJsnhde7;False;2019-01-26T21:32:49.000Z;uakci;due;True;[];;;;;;[];[];[];eng;informal;▯ is the answer to problem ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
yvlndUYCr;False;2019-01-30T00:54:08.000Z;seaqtaq;tua hỏaq;False;[];;;;;;[];[];[];eng;informal;▯ burns ▯;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
tQuq_ezpc;False;2019-02-08T15:17:47.000Z;lynn;fı;True;[];;;;;;[];[];[];eng;informal;linking word: first argument place;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
01INvzvnH;False;2019-02-08T16:53:48.000Z;lynn;jearīaq;True;[];;;;;;[];[];[];eng;informal;(fork of official) ▯ is a market/shop where things satisfying ▯ can be bought.;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '→ jéarīaq chảı, jéarīaq nủeq, jéarīaq kủe…'), ('date', '2019-02-08T16:57:00.000Z'), ('author', 'lynn')]), OrderedDict([('content', '+1'), ('date', '2019-02-12T19:25:01.000Z'), ('author', 'uakci')])];1;OrderedDict([('uakci', 1)])
DPgZQFgYc;False;2019-02-21T10:44:52.000Z;Ilmen;heqchūo;True;[];;;;;;[];[];[];eng;informal;"(fork of official) predicate: ‘container’; ▯ is a container; ▯ is a contained designed to contain anything satisfying property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
JN47-_Jts;False;2019-02-21T14:10:34.000Z;lynn;he;True;[];;;;;;[];[];[];eng;informal;▯ is the case as a general truth/aphorism, regardless of time and place.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
_9qCoQEc6;False;2019-03-15T01:07:01.000Z;fagri;sheokūq;True;[];;;;;;[];[];[];eng;informal;▯ apologizes to ▯ for satisfying property ▯;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
9aOiXsszL;False;2019-03-27T19:56:58.000Z;Ilmen;hoaq;True;[];;;;;;[];[];[];eng;informal;▯ burns in oxidizer ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
npttjDc9G;False;2019-03-30T19:06:12.000Z;seaqtaq;gupāq;True;[];;;;;;[];[];[];eng;informal;"(fork of official) predicate: ‘half’; ▯ is a half of ▯.";[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'I see no reason why the second place should be omitted'), ('date', '2019-03-30T19:06:52.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', 'neither do I – +1'), ('date', '2019-03-30T19:07:17.000Z'), ('author', 'uakci')])];1;OrderedDict([('uakci', 1)])
BTgMtJUs0;False;2019-04-16T15:01:30.000Z;uakci;seaq;True;[];;;;;;[];[];[];eng;informal;▯ rubs ▯’s stomach.;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'In particular, seaqtāq is what one would do when overwhelmed by their feeling of appetite.'), ('date', '2019-04-16T15:02:15.000Z'), ('author', 'uakci')])];0;OrderedDict()
DHCi1s5XY;False;2019-04-17T10:00:08.000Z;uakci;toı;True;[];;;;;;[];[];[];eng;informal;terminator for multipart TO;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
JcOK7YgbJ;False;2019-04-17T11:26:05.000Z;uakci;mıa;True;[];;;;;;[];[];[];eng;informal;▯ has many things be in relation ▯ with it.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
FueN29IW6;False;2019-04-19T08:18:20.000Z;Ilmen;leı;True;[];;;;;;[];[];[];eng;informal;"(fork of official) predicate: ‘uncommon’; ▯ is uncommon/unfrequent in property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
iXWeLjKzq;False;2019-05-11T22:27:59.307Z;uakci;buaı;True;[];;;;;;[];[];[];eng;informal;"▯ is [relatively] long; ▯ is as long as things which satisfy property ▯.";[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'this word is an embodiment of my idea for words which involve a measurement, in part motivated by the desire to get #ne out of the party, and to facilitate sentences like ‘it’s two metres long.’'), ('date', '2019-05-11T22:29:39.085Z'), ('author', 'uakci')])];0;OrderedDict()
0f6JBZ4v5;False;2019-05-16T21:28:21.594Z;uakci;hoq;True;[];;;;;;[];[];[];eng;informal;"The most recently uttered proposition is true; ▯ is the most recently uttered proposition.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
y0zBHoBDL;False;2019-06-19T13:48:49.140Z;seaqtaq;choqtīao;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘usable’; ▯ is useful for doing ▯";[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2019-06-19T13:53:04.189Z'), ('author', 'uakci')])];1;OrderedDict([('uakci', 1)])
Q-4-6meVl;False;2019-06-21T16:59:19.114Z;uakci;jeo;True;[];;;;;;[];[];[];eng;informal;"▯ is true / is the case; ▯ satisfies property ▯; ▯ and ▯ are in relation ▯; […]";[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', ""This is what the definition for <jeo> would ideally look like. It's not infeasible.""), ('date', '2019-06-21T17:00:02.858Z'), ('author', 'uakci')])]";0;OrderedDict()
nE5zNnIYx;False;2019-06-25T03:19:04.968Z;fagri;bıaq;True;[];;;;;;[];[];[];eng;informal;▯ satisfies property ▯ enough to satisfy property ▯;[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'Analogous to official dui: #3Vm7UxaZef'), ('date', '2019-06-25T03:19:27.425Z'), ('author', 'fagri')])];0;OrderedDict()
vV6RbJ5oz;False;2019-06-28T12:13:34.078Z;uakci;pı;True;[];;;;;;[];[];[];eng;informal;particle: cut off left branch in serial;[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', 'Note: unlike serial predicate composition, «pı» is left-associative. '), ('date', '2019-06-28T12:16:20.089Z'), ('author', 'uakci')]), OrderedDict([('content', 'Used for (1) afterthought adjectives; (2) grouping a serial predicate into a unit (to be then modified by what comes to the right of the «pı»); (3) ‘terminating’ initial PO in context of the proposal to remake PO into RAI each with an Exhibitor/Expositor slot.'), ('date', '2019-06-28T12:19:40.782Z'), ('author', 'uakci')]), OrderedDict([('content', '`%gui` understands «pı».'), ('date', '2019-06-28T12:20:01.975Z'), ('author', 'uakci')])]";1;OrderedDict([('uakci', 1)])
XUGV-IR3K;False;2019-08-23T21:43:06.076Z;Ilmen;elū;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘elephant’; ▯ is an elephant.";[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'From Proto-Berber *eḷu (“elephant”).'), ('date', '2019-08-23T21:43:16.717Z'), ('author', 'Ilmen')])];0;OrderedDict()
7NpMI7b7V;False;2019-12-02T12:01:22.035Z;Ilmen;ekū;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘equine’; ▯ is an equine/member of genus Equus (the horses, donkeys, and zebras).";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
ITVKO1Ehq;False;2019-12-07T17:29:50.214Z;Ilmen;pe;True;[];;;;;;[];[];[];eng;informal;"▯ is much the case relatively to how much it is the case for ▯; ▯ has property ▯ to a great extent relatively to how much ▯ have that property.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
pRBVptsY2;False;2019-12-16T21:23:39.976Z;Hoemai;zeo;True;[];;;;;;[];[];[];eng;informal;▯ is a fruit.;[];;;;[];[];[];[];[];[];[];[];2;OrderedDict([('Ilmen', 1), ('uakci', 1)])
-qs1YdieY;False;2019-12-20T15:48:47.214Z;lynn;esā;True;[];;;;;;[];[];[];eng;informal;"▯ are 10¹⁸ in number; ▯ are a quintillion.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Kx3NloCEa;False;2019-12-21T17:21:38.171Z;Ilmen;kuejīo;True;[];;;;;;[];[];[];eng;informal;▯ is a library.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
SEG9A-U5F;False;2019-12-29T17:53:45.531Z;Ilmen;dıaq;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘regular’; ▯ occurs at regular intervals of time of duration ▯; ▯ satisfies property ▯ at regular intervals of duration ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
h9dZ1aksS;False;2020-01-02T17:46:26.862Z;Ilmen;chuao;True;[];;;;;;[];[];[];eng;informal;▯ is a window or a hole going through a wall or any other object (i.e. a hole with two ends, such that you can see through it).;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
g-EHltbBf;False;2020-01-05T21:16:10.137Z;Ilmen;ruaq;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘assert’; ▯ asserts/claims ▯ to be the case to addressee ▯.";[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('Ilmen', 1)])
GdeevMgTr;False;2020-01-05T21:18:42.578Z;Ilmen;shıhō;True;[];;;;;;[];[];[];eng;informal;▯ is him/her/it (singular animate).;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
-R9hz-zvp;False;2020-01-11T23:17:59.359Z;Ilmen;tuqfīa;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘first’; ▯ is first in sequence ▯; ▯ is first in sequence ▯ to satisfy property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
a4NQLSeXS;False;2020-01-11T23:18:30.805Z;Ilmen;tuqsīe;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘last’; ▯ is last in sequence ▯; ▯ is last in sequence ▯ to satisfy property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
cRQueOw-N;False;2020-01-22T14:08:34.665Z;uakci;jıoqkēa;True;[];;;;;;[];[];[];eng;informal;▯ is a computer.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
km2c2sKJr;False;2020-01-28T20:24:27.674Z;Ilmen;boqkīubū;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘inevitable’; ▯ is inevitable.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
J8Swer88j;False;2020-01-28T20:25:08.696Z;Ilmen;kaqkīubū;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘invisible’; ▯ is invisible.";[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('Ilmen', 1)])
QmKeI2149;False;2020-01-28T20:25:29.617Z;Ilmen;huokīubū;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘inaudible’; ▯ is inaudible.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
6tVxolcTk;False;2020-01-29T13:04:08.867Z;Ilmen;ne;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘amount’; ▯ is how much ▯ is the case; ▯ is the amount that ▯ is the case; ▯ is how much ▯ satisfies property ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
Lyb_Ujp34;False;2020-01-29T20:35:15.190Z;Ilmen;guaı;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘work’; ▯ works in satisfying property ▯; ▯ satisfies property ▯ with effort.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
9tCuMYfED;False;2020-02-01T16:39:54.411Z;Ilmen;mu;True;[];;;;;;[];[];[];eng;informal;▯ and ▯ are such that the latter is in relation ▯ with the former.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict([('Ilmen', -1), ('fagri', 1)])
JANB1RaIu;False;2020-02-03T10:41:54.119Z;Ilmen;mu;True;[];;;;;;[];[];[];eng;informal;"▯ is/are such that something is in relation ▯ with it/him/her/them; ▯ and ▯ are such that the latter is in relation ▯ with the former.";[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('Ilmen', 1)])
0yAMPTIXd;False;2020-02-04T21:11:36.182Z;uakci;ta;True;[];;;;;;[];[];[];eng;informal;▯ is the property of satisfying property ▯.;[];;;;[];[];[];[];[];[];[];"[OrderedDict([('content', ""As evidenced by solpahi's tweet image (**kẻaı hó míetā ru shéıtā ru róetā**)""), ('date', '2020-02-04T21:12:17.246Z'), ('author', 'uakci')]), OrderedDict([('content', 'This might never take off as a standalone word (since it already means something); however, as an infix, it has already been observed to be used by solpahi himself, so if he uses it, we shall too.'), ('date', '2020-02-05T14:07:53.334Z'), ('author', 'uakci')]), OrderedDict([('content', 'forkıng for an unused root'), ('date', '2020-06-06T19:37:14.130Z'), ('author', 'magi')]), OrderedDict([('content', 'zyq'), ('date', '2020-06-06T19:37:18.947Z'), ('author', 'magi')])]";0;OrderedDict([('uakci', 1), ('magi', -1)])
URH_Mj72Q;False;2020-02-16T21:23:24.448Z;magi;mı;True;[];;;;;;[];[];[];eng;informal;"predicatizer: ‘that/those.named’; turns following phrase X into predicate: ▯ is/are called X.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
cCPXPe__x;False;2020-02-25T18:03:20.138Z;Ilmen;tua kảqgāı;False;[];;;;;;[];[];[];eng;informal;▯, to ▯, shows ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
5Hac-JCQ5;False;2020-02-25T18:26:45.181Z;uakci;tua kảqgāı;False;[];;;;;;[];[];[];eng;informal;▯ shows to ▯ ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
gdXVV1t_n;False;2020-02-26T11:08:29.468Z;Ilmen;nıjāo;True;[];;;;;;[];[];[];eng;informal;▯ is far away from here.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
5mpXVL0S8;False;2020-02-26T11:08:56.547Z;Ilmen;nıjūı;False;[];;;;;;[];[];[];eng;informal;▯ is nearby/close to here.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
1ReF5JcIr;False;2020-02-26T20:22:34.792Z;Ilmen;peqbōe;True;[];;;;;;[];[];[];eng;informal;▯ is a sheet of paper.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
8btOkjufL;False;2020-02-27T16:56:37.918Z;Ilmen;taokōe;True;[];;;;;;[];[];[];eng;informal;▯ chooses/decides to satisfy property ▯ out of properties ▯.;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('Ilmen', 1)])
ijDz18r_a;False;2020-03-06T18:32:02.214Z;Ilmen;kıqkēa;True;[];;;;;;[];[];[];eng;informal;▯ is a video screen.;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('Ilmen', 1)])
NAyMxB3oz;False;2020-03-06T18:38:58.826Z;Ilmen;muoı;True;[];;;;;;[];[];[];eng;informal;"▯ rotates/spins/turns; ▯ rotates about axis ▯.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
RD6spocHT;False;2020-03-07T21:42:21.875Z;Ilmen;sıeqcā;True;[];;;;;;[];[];[];eng;informal;▯ is amazing, impressive, awe-inspiring.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
EP2vIS3cu;False;2020-03-30T08:43:25.329Z;uakci;duagī;True;[];;;;;;[];[];[];eng;informal;"▯ is wise; ▯ is good to know.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
firoXJbwI;False;2020-03-30T08:43:51.302Z;uakci;shaogī;True;[];;;;;;[];[];[];eng;informal;"▯ is virtuous; ▯ are good intentions.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
0U8v3AK3u;False;2020-03-30T08:44:06.583Z;uakci;shaohūı;False;[];;;;;;[];[];[];eng;informal;"▯ is sinister; ▯ are bad intentions.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
RDcNSCP03;False;2020-03-30T08:44:18.985Z;uakci;ruogī;True;[];;;;;;[];[];[];eng;informal;"▯ is tactful; ▯ is good behaviour.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
z3YQpHWqu;False;2020-03-30T08:44:51.029Z;uakci;duahūı;False;[];;;;;;[];[];[];eng;informal;"▯ is foolish; ▯ is not good to know.";[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
0NMOlSHV3;False;2020-04-16T02:28:44.141Z;akesi;puebēa;True;[];;;;;;[];[];[];eng;informal;▯ is an ankle.;[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('akesi', 1)])
HW7SFPcIX;False;2020-04-23T02:04:53.353Z;akesi;cea;True;[];;;;;;[];[];[];eng;informal;"predicate: ‘sack’; ▯ is a sack/bag/pocket containing ▯";[];;;;[];[];[];[];[];[];[];[OrderedDict([('content', 'forked from #-9W31zk1tT'), ('date', '2020-04-23T02:05:24.193Z'), ('author', 'akesi')])];2;OrderedDict([('saqraku', 1), ('akesi', 1)])
fmTabcyzh;False;2020-05-30T14:33:46.690Z;fagri;teoqmōı;False;[];;;;;;[];[];[];eng;informal;▯ considers question ▯;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
qNHfVdkCy;False;2020-06-04T20:20:18.897Z;Ilmen;shıkō;True;[];;;;;;[];[];[];eng;informal;▯ is first among ▯ sorted by property ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
VVCyoP3OA;False;2020-06-06T15:32:29.880Z;Ilmen;juo;True;[];;;;;;[];[];[];eng;informal;▯ is a written message.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
_MT7FGiAK;False;2020-06-06T19:04:46.074Z;magi;seaq;True;[];;;;;;[];[];[];eng;informal;loving and financially stable couple ▯ receives baby ▯ from stork ▯.;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
FobPGP1_G;False;2020-06-09T23:39:05.624Z;seaqtaq;shamū;True;[];;;;;;[];[];[];eng;informal;property ▯ is arrived at by ▯;[];;;;[];[];[];[];[];[];[];[];0;OrderedDict()
W3hn-dAbK;False;2020-06-12T02:43:12.944Z;magi;ke;True;[];;;;;;[];[];[];eng;informal;"quantifier: ‘the/these’; quantifier: ke X refers to specific thing(s) that are X, among all X that are in the UoD.";[];;;;[];[];[];[];[];[];[];[];1;OrderedDict([('magi', 1)])
